Frame,Chain,MgID,ListResids,ListResnames,ListAtoms
0,PP1,310,60,POPE, O13
0,PP1,323,5,POPE, O14
1,PP1,310,60,POPE, O13
1,PP1,323,5,POPE, O14
2,PP1,310,60,POPE, O13
2,PP1,323,5,POPE, O14
3,PP1,310,60,POPE, O13
3,PP1,323,5,POPE, O14
4,PP1,310,60,POPE, O13
4,PP1,323,5,POPE, O14
5,PP1,310,60,POPE, O13
5,PP1,323,5,POPE, O14
6,PP1,310,60,POPE, O13
6,PP1,323,5,POPE, O14
7,PP1,310,60,POPE, O13
7,PP1,323,5,POPE, O14
8,PP1,310,60,POPE, O13
8,PP1,323,5,POPE, O14
9,PP1,310,60,POPE, O13
9,PP1,323,5,POPE, O14
10,PP1,310,60,POPE, O13
10,PP1,323,5,POPE, O14
11,PP1,310,60,POPE, O13
11,PP1,323,5,POPE, O14
12,PP1,310,60,POPE, O13
12,PP1,323,5,POPE, O14
13,PP1,289,,, 
13,PP1,310,60,POPE, O13
13,PP1,323,5,POPE, O14
14,PP1,310,60,POPE, O13 P
14,PP1,323,5,POPE, O14
15,PP1,310,60,POPE, O13
15,PP1,323,5,POPE, O14
16,PP1,310,60,POPE, O13
16,PP1,323,5,POPE, O14
17,PP1,310,60,POPE, O13
17,PP1,323,5,POPE, O14
18,PP1,310,60,POPE, O13
18,PP1,323,5,POPE, O14
19,PP1,310,60,POPE, O13
19,PP1,323,5,POPE, O14
20,PP1,310,60,POPE, O13 P
20,PP1,323,5,POPE, O14
21,PP1,310,60,POPE, O13
21,PP1,323,5,POPE, O14
22,PP1,310,60,POPE, O13
22,PP1,323,5,POPE, O14
23,PP1,310,60,POPE, O13
23,PP1,323,5,POPE, O14
24,PP1,310,60,POPE, O13
24,PP1,323,5,POPE, O14
25,PP1,310,60,POPE, O13
25,PP1,323,5,POPE, O14
26,PP1,310,60,POPE, O13
26,PP1,323,5,POPE, O14
27,PP1,310,60,POPE, O13
27,PP1,323,5,POPE, O14
28,PP1,310,60,POPE, O13
28,PP1,323,5,POPE, O14
29,PP1,310,60,POPE, O13
29,PP1,323,5,POPE, O14
30,PP1,310,60,POPE, O13
30,PP1,323,5,POPE, O14
31,PP1,310,60,POPE, O13
31,PP1,323,5,POPE, O14
32,PP1,310,60,POPE, O13
32,PP1,323,5,POPE, O14
33,PP1,310,60,POPE, O13
33,PP1,323,5,POPE, O14
34,PP1,310,60,POPE, O13
34,PP1,323,5,POPE, O14
35,PP1,310,60,POPE, O13
35,PP1,323,5,POPE, O14
36,PP1,310,60,POPE, O13
36,PP1,323,5,POPE, O14
37,PP1,310,60,POPE, O13
37,PP1,323,5,POPE, O14
38,PP1,310,60,POPE, O13
38,PP1,323,5,POPE, O14
39,PP1,310,60,POPE, O13
39,PP1,323,5,POPE, O14
40,PP1,310,60,POPE, O13
40,PP1,323,5,POPE, O14
41,PP1,310,60,POPE, O13
41,PP1,323,5,POPE, O14
42,PP1,310,60,POPE, O13
42,PP1,323,5,POPE, O14
43,PP1,310,60,POPE, O13
43,PP1,323,5,POPE, O14
44,PP1,310,60,POPE, O13
44,PP1,323,5,POPE, O14
45,PP1,310,60,POPE, O13
45,PP1,323,5,POPE, O14
46,PP1,310,60,POPE, O13
46,PP1,323,5,POPE, O14
47,PP1,310,60,POPE, O13
47,PP1,323,5,POPE, O14
48,PP1,310,60,POPE, O13
48,PP1,323,5,POPE, O14
49,PP1,310,60,POPE, O13
49,PP1,323,5,POPE, O14 P
50,PP1,310,60,POPE, O13
50,PP1,323,5,POPE, O14
51,PP1,310,60,POPE, O13
51,PP1,323,5,POPE, O14
52,PP1,310,60,POPE, O13
52,PP1,323,5,POPE, O14
53,PP1,310,60,POPE, O13
53,PP1,323,5,POPE, O14
54,PP1,310,60,POPE, O13
54,PP1,323,5,POPE, O14
55,PP1,310,60,POPE, O13
55,PP1,323,5,POPE, O14
56,PP1,310,60,POPE, O13
56,PP1,323,5,POPE, O14
57,PP1,310,60,POPE, O13
57,PP1,323,5,POPE, O14
58,PP1,310,60,POPE, O13
58,PP1,323,5,POPE, O14
59,PP1,310,60,POPE, O13
59,PP1,323,5,POPE, O14
60,PP1,310,60,POPE, O13
60,PP1,323,5,POPE, O14
61,PP1,310,60,POPE, O13
61,PP1,323,5,POPE, O14
62,PP1,310,60,POPE, O13
62,PP1,323,5,POPE, O14
63,PP1,310,60,POPE, O13
63,PP1,323,5,POPE, O14
64,PP1,310,60,POPE, O13
64,PP1,323,5,POPE, O14
65,PP1,310,60,POPE, O13
65,PP1,323,5,POPE, O14
66,PP1,310,60,POPE, O13
66,PP1,323,5,POPE, O14
67,PP1,310,60,POPE, O13
67,PP1,323,5,POPE, O14
68,PP1,310,60,POPE, O13
68,PP1,323,5,POPE, O14
69,PP1,310,60,POPE, O13
69,PP1,323,5,POPE, O14
70,PP1,310,60,POPE, O13
70,PP1,323,5,POPE, O14
71,PP1,310,60,POPE, O13
71,PP1,323,5,POPE, O14
72,PP1,310,60,POPE, O13
72,PP1,323,5,POPE, O14
73,PP1,310,60,POPE, O13
73,PP1,323,5,POPE, O14
74,PP1,310,60,POPE, O13
74,PP1,323,5,POPE, O14
75,PP1,310,60,POPE, O13
75,PP1,323,5,POPE, O14
76,PP1,310,60,POPE, O13
76,PP1,323,5,POPE, O14
77,PP1,310,60,POPE, O13
77,PP1,323,5,POPE, O14
78,PP1,310,60,POPE, O13
78,PP1,323,5,POPE, O14
79,PP1,310,60,POPE, O13 P
79,PP1,323,5,POPE, O14
80,PP1,310,60,POPE, O13
80,PP1,323,5,POPE, O14
81,PP1,310,60,POPE, O13
81,PP1,323,5,POPE, O14
82,PP1,310,60,POPE, O13 P
82,PP1,323,5,POPE, O14
83,PP1,310,60,POPE, O13
83,PP1,323,5,POPE, O14 P
84,PP1,310,60,POPE, O13
84,PP1,323,5,POPE, O14
85,PP1,310,60,POPE, O13
85,PP1,323,5,POPE, O14
86,PP1,310,60,POPE, O13
86,PP1,323,5,POPE, O14
87,PP1,310,60,POPE, O13
87,PP1,323,5,POPE, O14
88,PP1,310,60,POPE, O13
88,PP1,323,5,POPE, O14
89,PP1,310,60,POPE, O13
89,PP1,323,5,POPE, O14
90,PP1,310,60,POPE, O13
90,PP1,323,5,POPE, O14
91,PP1,310,60,POPE, O13
91,PP1,323,5,POPE, O14
92,PP1,310,60,POPE, O13
92,PP1,323,5,POPE, O14
93,PP1,310,60,POPE, O13
93,PP1,323,5,POPE, O14
94,PP1,310,60,POPE, O13
94,PP1,323,5,POPE, O14
95,PP1,310,60,POPE, O13
95,PP1,323,5,POPE, O14
96,PP1,310,60,POPE, O13
96,PP1,323,5,POPE, O14
97,PP1,310,60,POPE, O13
97,PP1,323,5,POPE, O14
98,PP1,310,60,POPE, O13
98,PP1,323,5,POPE, O14
99,PP1,310,60,POPE, O13
99,PP1,323,5,POPE, O14
100,PP1,310,60,POPE, O13
100,PP1,323,5,POPE, O14
101,PP1,310,60,POPE, O13
101,PP1,323,5,POPE, O14
102,PP1,310,60,POPE, O13
102,PP1,323,5,POPE, O14
103,PP1,310,60,POPE, O13
103,PP1,323,5,POPE, O14
104,PP1,310,60,POPE, O13
104,PP1,323,5,POPE, O14
105,PP1,310,60,POPE, O13
105,PP1,323,5,POPE, O14
106,PP1,310,60,POPE, O13
106,PP1,323,5,POPE, O14
107,PP1,310,60,POPE, O13
107,PP1,323,5,POPE, O14
108,PP1,310,60,POPE, O13
108,PP1,323,5,POPE, O14
109,PP1,310,60,POPE, O13
109,PP1,323,5,POPE, O14
110,PP1,310,60,POPE, O13
110,PP1,323,5,POPE, O14
111,PP1,310,60,POPE, O13
111,PP1,323,5,POPE, O14
112,PP1,310,60,POPE, O13
112,PP1,323,5,POPE, O14
113,PP1,310,60,POPE, O13
113,PP1,323,5,POPE, O14
114,PP1,310,60,POPE, O13
114,PP1,323,5,POPE, O14 P
115,PP1,310,60,POPE, O13
115,PP1,323,5,POPE, O14
116,PP1,310,60,POPE, O13
116,PP1,323,5,POPE, O14
117,PP1,310,60,POPE, O13
117,PP1,323,5,POPE, O14
118,PP1,310,60,POPE, O13
118,PP1,323,5,POPE, O14
119,PP1,310,60,POPE, O13
119,PP1,323,5,POPE, O14
120,PP1,310,60,POPE, O13
120,PP1,323,5,POPE, O14
121,PP1,310,60,POPE, O13
121,PP1,323,5,POPE, O14
122,PP1,310,60,POPE, O13
122,PP1,323,5,POPE, O14
123,PP1,310,60,POPE, O13
123,PP1,323,5,POPE, O14
124,PP1,310,60,POPE, O13
124,PP1,323,5,POPE, O14
125,PP1,310,60,POPE, O13
125,PP1,323,5,POPE, O14
126,PP1,310,60,POPE, O13
126,PP1,323,5,POPE, O14
127,PP1,310,60,POPE, O13
127,PP1,323,5,POPE, O14
128,PP1,310,60,POPE, O13
128,PP1,323,5,POPE, O14
129,PP1,310,60,POPE, O13
129,PP1,323,5,POPE, O14
130,PP1,310,60,POPE, O13
130,PP1,323,5,POPE, O14
131,PP1,310,60 74,POPE, HN1 O13
131,PP1,323,5,POPE, O14
132,PP1,310,60,POPE, O13
132,PP1,323,5,POPE, O14
133,PP1,310,60,POPE, O13
133,PP1,323,5,POPE, O14
134,PP1,310,60,POPE, O13
134,PP1,323,5,POPE, O14
135,PP1,310,60,POPE, O13
135,PP1,323,5,POPE, O14
136,PP1,310,60,POPE, O13
136,PP1,323,5,POPE, O14
137,PP1,310,60,POPE, O13
137,PP1,323,5,POPE, O14
138,PP1,310,60,POPE, O13
138,PP1,323,5,POPE, O14
139,PP1,310,60,POPE, O13
139,PP1,323,5,POPE, O14
140,PP1,310,60,POPE, O13
140,PP1,323,5,POPE, O14
141,PP1,310,60,POPE, O13
141,PP1,323,5,POPE, O14
142,PP1,310,60,POPE, O13
142,PP1,323,5,POPE, O14
143,PP1,310,60,POPE, O13
143,PP1,323,5,POPE, O14
144,PP1,310,60,POPE, O13
144,PP1,323,5,POPE, O14
145,PP1,310,60,POPE, O13
145,PP1,323,5,POPE, O14
146,PP1,310,60,POPE, O13
146,PP1,323,5,POPE, O14
147,PP1,310,60,POPE, O13
147,PP1,323,5,POPE, O14
148,PP1,310,60,POPE, O13
148,PP1,323,5,POPE, O14
149,PP1,310,60,POPE, O13
149,PP1,323,5,POPE, O14
150,PP1,310,60,POPE, O13
150,PP1,323,5,POPE, O14
151,PP1,310,60,POPE, O13
151,PP1,323,5,POPE, O14
152,PP1,310,60,POPE, O13
152,PP1,323,5,POPE, O14
153,PP1,310,60,POPE, O13
153,PP1,323,5,POPE, O14
154,PP1,310,60,POPE, O13
154,PP1,323,5,POPE, O14
155,PP1,310,60,POPE, O13
155,PP1,323,5,POPE, O14
156,PP1,310,60,POPE, O13 P
156,PP1,323,5,POPE, O14
157,PP1,310,60,POPE, O13
157,PP1,323,5,POPE, O14
158,PP1,310,60,POPE, O13
158,PP1,323,5,POPE, O14
159,PP1,310,60,POPE, O13
159,PP1,323,5,POPE, O14
160,PP1,310,60,POPE, O13
160,PP1,323,5,POPE, O14
161,PP1,310,60,POPE, O13
161,PP1,323,5,POPE, O14
162,PP1,310,60,POPE, O13
162,PP1,323,5,POPE, O14
163,PP1,310,60,POPE, O13
163,PP1,323,5,POPE, O14
164,PP1,310,60,POPE, O13
164,PP1,323,5,POPE, O14
165,PP1,310,60,POPE, O13
165,PP1,323,5,POPE, O14
166,PP1,310,60,POPE, O13
166,PP1,323,5,POPE, O14
167,PP1,310,60,POPE, O13
167,PP1,323,5,POPE, O14
168,PP1,310,60,POPE, O13
168,PP1,323,5,POPE, O14
169,PP1,310,60,POPE, O13
169,PP1,323,5,POPE, O14
170,PP1,310,60,POPE, O13
170,PP1,323,5,POPE, O14
171,PP1,310,60,POPE, O13
171,PP1,323,5,POPE, O14
172,PP1,310,60,POPE, O13
172,PP1,323,5,POPE, O14
173,PP1,310,60,POPE, HN3 O13
173,PP1,323,5,POPE, O14
174,PP1,310,60,POPE, O13 P
174,PP1,323,5,POPE, O14
175,PP1,310,60,POPE, O13
175,PP1,323,5,POPE, O14 P
176,PP1,310,60,POPE, O13
176,PP1,323,5,POPE, O14
177,PP1,310,60,POPE, O13 P
177,PP1,323,5,POPE, O14 P
178,PP1,310,60,POPE, O13
178,PP1,323,5,POPE, O14
179,PP1,310,60,POPE, O13
179,PP1,323,5,POPE, O14
180,PP1,310,60,POPE, O13
180,PP1,323,5,POPE, O14
181,PP1,310,60,POPE, O13
181,PP1,323,5,POPE, O14
182,PP1,310,60,POPE, O13
182,PP1,323,5,POPE, O14
183,PP1,310,60,POPE, O13
183,PP1,323,5,POPE, O14
184,PP1,310,60,POPE, O13
184,PP1,323,5,POPE, O14
185,PP1,310,60,POPE, O13
185,PP1,323,5,POPE, O14
186,PP1,310,60,POPE, O13
186,PP1,323,5,POPE, O14
187,PP1,310,60,POPE, O13
187,PP1,323,5,POPE, O14
188,PP1,310,60,POPE, O13
188,PP1,323,5,POPE, O14
189,PP1,310,60,POPE, O13
189,PP1,323,5,POPE, O14
190,PP1,310,60,POPE, O13
190,PP1,323,5,POPE, O14
191,PP1,310,60,POPE, O13
191,PP1,323,5,POPE, O14
192,PP1,310,60,POPE, O13
192,PP1,323,5,POPE, O14
193,PP1,310,60,POPE, O13
193,PP1,323,5,POPE, O14
194,PP1,310,60,POPE, O13
194,PP1,323,5,POPE, O14
195,PP1,310,60,POPE, O13
195,PP1,323,5,POPE, O14
196,PP1,310,60,POPE, O13
196,PP1,323,5,POPE, O14
197,PP1,310,60,POPE, O13
197,PP1,323,5,POPE, O14
198,PP1,310,60,POPE, O13
198,PP1,323,5,POPE, O14
199,PP1,310,60,POPE, O13
199,PP1,323,5,POPE, O14
200,PP1,310,60,POPE, O13
200,PP1,323,5,POPE, O14
201,PP1,310,60,POPE, O13
201,PP1,323,5,POPE, O14
202,PP1,310,60,POPE, O13
202,PP1,323,5,POPE, O14
203,PP1,310,60,POPE, O13
203,PP1,323,5,POPE, O14
204,PP1,310,60,POPE, O13
204,PP1,323,5,POPE, O14
205,PP1,310,60,POPE, O13
205,PP1,323,5,POPE, O14
206,PP1,310,60,POPE, O13
206,PP1,323,5,POPE, O14
207,PP1,310,60,POPE, O13
207,PP1,323,5,POPE, O14
208,PP1,310,60,POPE, O13
208,PP1,323,5,POPE, O14
209,PP1,310,60,POPE, O13
209,PP1,323,5,POPE, O14
210,PP1,310,60,POPE, O13
210,PP1,323,5,POPE, O14
211,PP1,310,60,POPE, O13
211,PP1,323,5,POPE, O14
212,PP1,310,60,POPE, O13
212,PP1,323,5,POPE, O14
213,PP1,310,60,POPE, O13
213,PP1,323,5,POPE, O14
214,PP1,310,60,POPE, O13
214,PP1,323,5,POPE, O14
215,PP1,310,60,POPE, O13
215,PP1,323,5,POPE, O14
216,PP1,310,60,POPE, O13
216,PP1,323,5,POPE, O14
217,PP1,310,60,POPE, O13
217,PP1,323,5,POPE, O14
218,PP1,310,60,POPE, O13
218,PP1,323,5,POPE, O14
219,PP1,310,60,POPE, O13
219,PP1,323,5,POPE, O14
220,PP1,310,60,POPE, O13
220,PP1,323,5,POPE, O14
221,PP1,310,60,POPE, O13
221,PP1,323,5,POPE, O14
222,PP1,310,60,POPE, O13
222,PP1,323,5,POPE, O14
223,PP1,310,60,POPE, O13
223,PP1,323,5,POPE, O14
224,PP1,310,60,POPE, O13
224,PP1,323,5,POPE, O14
225,PP1,310,60,POPE, O13
225,PP1,323,5,POPE, O14
226,PP1,310,60,POPE, O13
226,PP1,323,5,POPE, O14
227,PP1,310,60,POPE, O13
227,PP1,323,5,POPE, O14
228,PP1,310,60,POPE, O13
228,PP1,323,5,POPE, O14
229,PP1,310,60,POPE, O13
229,PP1,323,5,POPE, O14
230,PP1,310,60,POPE, O13
230,PP1,323,5,POPE, O14
231,PP1,310,60,POPE, O13
231,PP1,323,5,POPE, O14
232,PP1,310,60,POPE, O13
232,PP1,323,5,POPE, O14
233,PP1,310,60,POPE, O13
233,PP1,323,5,POPE, O14
234,PP1,310,60,POPE, O13
234,PP1,323,5,POPE, O14
235,PP1,310,60,POPE, O13
235,PP1,323,5,POPE, O14
236,PP1,310,60,POPE, O13
236,PP1,323,5,POPE, O14
237,PP1,310,60,POPE, O13
237,PP1,323,5,POPE, O14
238,PP1,310,60,POPE, O13
238,PP1,323,5,POPE, O14
239,PP1,310,60,POPE, O13
239,PP1,323,5,POPE, O14
240,PP1,310,60,POPE, O13 P
240,PP1,323,5,POPE, O14
241,PP1,310,60,POPE, O13
241,PP1,323,5,POPE, O14
242,PP1,310,60,POPE, O13
242,PP1,323,5,POPE, O14
243,PP1,310,60,POPE, O13
243,PP1,323,5,POPE, O14
244,PP1,310,60,POPE, O13
244,PP1,323,5,POPE, O14
245,PP1,310,60,POPE, O13
245,PP1,323,5,POPE, O14
246,PP1,310,60,POPE, O13
246,PP1,323,5,POPE, O14
247,PP1,310,60,POPE, O13
247,PP1,323,5,POPE, O14
248,PP1,310,60,POPE, O13
248,PP1,323,5,POPE, O14
249,PP1,310,60,POPE, O13
249,PP1,323,5,POPE, O14
250,PP1,310,60,POPE, O13
250,PP1,323,5,POPE, O14
251,PP1,310,60,POPE, O13
251,PP1,323,5,POPE, O14
252,PP1,310,60,POPE, O13
252,PP1,323,5,POPE, O14
253,PP1,310,60,POPE, O13
253,PP1,323,5,POPE, O14
254,PP1,310,60,POPE, O13
254,PP1,323,5,POPE, O14
255,PP1,310,60,POPE, O13
255,PP1,323,5,POPE, O14
256,PP1,310,60,POPE, O13
256,PP1,323,5,POPE, O14
257,PP1,310,60,POPE, O13
257,PP1,323,5,POPE, O14
258,PP1,310,60,POPE, O13
258,PP1,323,5,POPE, O14
259,PP1,310,60,POPE, O13
259,PP1,323,5,POPE, O14
260,PP1,310,60,POPE, O13
260,PP1,323,5,POPE, O14
261,PP1,310,60,POPE, O13
261,PP1,323,5,POPE, O14
262,PP1,310,60,POPE, O13
262,PP1,323,5,POPE, O14
263,PP1,310,60,POPE, O13
263,PP1,323,5,POPE, O14
264,PP1,310,60,POPE, O13
264,PP1,323,5,POPE, O14
265,PP1,310,60,POPE, O13
265,PP1,323,5,POPE, O14
266,PP1,310,60,POPE, O13
266,PP1,323,5,POPE, O14
267,PP1,310,60,POPE, O13
267,PP1,323,5,POPE, O14
268,PP1,310,60,POPE, O13
268,PP1,323,5,POPE, O14
269,PP1,310,60,POPE, O13
269,PP1,323,5,POPE, O14
270,PP1,310,60,POPE, O13
270,PP1,323,5,POPE, O14
271,PP1,310,60,POPE, O13
271,PP1,323,5,POPE, O14
272,PP1,310,60,POPE, O13
272,PP1,323,5,POPE, O14
273,PP1,310,60,POPE, O13
273,PP1,323,5,POPE, O14
274,PP1,310,60,POPE, O13
274,PP1,323,5,POPE, O14
275,PP1,310,60,POPE, O13
275,PP1,323,5,POPE, O14
276,PP1,310,60,POPE, O13
276,PP1,323,5,POPE, O14
277,PP1,310,60,POPE, O13
277,PP1,323,5,POPE, O14
278,PP1,310,60,POPE, O13
278,PP1,323,5,POPE, O14
279,PP1,310,60,POPE, O13
279,PP1,323,5,POPE, O14
280,PP1,310,60,POPE, O13
280,PP1,323,5,POPE, O14
281,PP1,310,60,POPE, O13
281,PP1,323,5,POPE, O14
282,PP1,310,60,POPE, O13
282,PP1,323,5,POPE, O14
283,PP1,310,60,POPE, O13 P
283,PP1,323,5,POPE, O14
284,PP1,310,60,POPE, O13
284,PP1,323,5,POPE, O14
285,PP1,310,60,POPE, O13
285,PP1,323,5,POPE, O14
286,PP1,310,60,POPE, O13
286,PP1,323,5,POPE, O14
287,PP1,310,60,POPE, O13
287,PP1,323,5,POPE, O14
288,PP1,310,60,POPE, O13
288,PP1,323,5,POPE, O14
289,PP1,310,60,POPE, O13
289,PP1,323,5,POPE, O14
290,PP1,310,60,POPE, O13
290,PP1,323,5,POPE, O14
291,PP1,310,60,POPE, O13
291,PP1,323,5,POPE, O14
292,PP1,310,60,POPE, O13
292,PP1,323,5,POPE, O14
293,PP1,310,60,POPE, O13
293,PP1,323,5,POPE, O14
294,PP1,310,60,POPE, O13
294,PP1,323,5,POPE, O14
295,PP1,310,60,POPE, O13
295,PP1,323,5,POPE, O14
296,PP1,310,60,POPE, O13
296,PP1,323,5,POPE, O14
297,PP1,310,60,POPE, O13
297,PP1,323,5,POPE, O14
298,PP1,310,60,POPE, O13
298,PP1,323,5,POPE, O14
299,PP1,310,60,POPE, O13
299,PP1,323,5,POPE, O14 P
300,PP1,310,60,POPE, O13
300,PP1,323,5,POPE, O14
301,PP1,310,60,POPE, O13
301,PP1,323,5,POPE, O14
302,PP1,310,60,POPE, O13
302,PP1,323,5,POPE, O14
303,PP1,310,60,POPE, O13
303,PP1,323,5,POPE, O14
304,PP1,310,60,POPE, O13
304,PP1,323,5,POPE, O14
305,PP1,310,60,POPE, O13
305,PP1,323,5,POPE, O14
306,PP1,310,60,POPE, O13
306,PP1,323,5,POPE, O14
307,PP1,310,60,POPE, O13
307,PP1,323,5,POPE, O14
308,PP1,310,60,POPE, O13
308,PP1,323,5,POPE, O14
309,PP1,310,60,POPE, O13
309,PP1,323,5,POPE, O14
310,PP1,310,60,POPE, O13
310,PP1,323,5,POPE, O14
311,PP1,310,60,POPE, O13
311,PP1,323,5,POPE, O14
312,PP1,310,60,POPE, O13
312,PP1,323,5,POPE, O14
313,PP1,310,60,POPE, O13
313,PP1,323,5,POPE, O14
314,PP1,310,60,POPE, O13
314,PP1,323,5,POPE, O14
315,PP1,310,60,POPE, O13
315,PP1,323,5,POPE, O14
316,PP1,310,60,POPE, O13
316,PP1,323,5,POPE, O14
317,PP1,310,60,POPE, O13
317,PP1,323,5,POPE, O14
318,PP1,310,60,POPE, O13
318,PP1,323,5,POPE, O14
319,PP1,310,60,POPE, O13
319,PP1,323,5,POPE, O14
320,PP1,310,60,POPE, O13
320,PP1,323,5,POPE, O14
321,PP1,310,60,POPE, O13
321,PP1,323,5,POPE, O14
322,PP1,310,60,POPE, O13
322,PP1,323,5,POPE, O14
323,PP1,310,60,POPE, O13
323,PP1,323,5,POPE, O14
324,PP1,310,60,POPE, O13
324,PP1,323,5,POPE, O14
325,PP1,310,60,POPE, O13
325,PP1,323,5,POPE, O14
326,PP1,310,60,POPE, O13
326,PP1,323,5,POPE, O14
327,PP1,310,60,POPE, O13
327,PP1,323,5,POPE, O14
328,PP1,310,60,POPE, O13
328,PP1,323,5,POPE, O14
329,PP1,310,60,POPE, O13
329,PP1,323,5,POPE, O14
330,PP1,310,60,POPE, O13
330,PP1,323,5,POPE, O14
331,PP1,310,60,POPE, O13
331,PP1,323,5,POPE, O14
332,PP1,310,60,POPE, O13
332,PP1,323,5,POPE, O14
333,PP1,310,60,POPE, O13
333,PP1,323,5,POPE, O14
334,PP1,310,60,POPE, O13
334,PP1,323,5,POPE, O14
335,PP1,310,60,POPE, O13
335,PP1,323,5,POPE, O14
336,PP1,310,60,POPE, O13
336,PP1,323,5,POPE, O14
337,PP1,310,60,POPE, O13
337,PP1,323,5,POPE, O14
338,PP1,310,60,POPE, O13
338,PP1,323,5,POPE, O14
339,PP1,310,60,POPE, O13
339,PP1,323,5,POPE, O14
340,PP1,310,60,POPE, O13
340,PP1,323,5,POPE, O14
341,PP1,310,60,POPE, O13
341,PP1,323,5,POPE, O14
342,PP1,310,60,POPE, O13
342,PP1,323,5,POPE, O14 P
343,PP1,310,60,POPE, O13
343,PP1,323,5,POPE, O14
344,PP1,310,60,POPE, O13
344,PP1,323,5,POPE, O14
345,PP1,310,60,POPE, O13
345,PP1,323,5,POPE, O14
346,PP1,310,60,POPE, O13
346,PP1,323,5,POPE, O14
347,PP1,310,60,POPE, O13
347,PP1,323,5,POPE, O14
348,PP1,310,60,POPE, O13
348,PP1,323,5,POPE, O14
349,PP1,310,60,POPE, O13
349,PP1,323,5,POPE, O14
350,PP1,310,60,POPE, O13
350,PP1,323,5,POPE, O14
351,PP1,310,60,POPE, O13
351,PP1,323,5,POPE, O14
352,PP1,310,60,POPE, O13
352,PP1,323,5,POPE, O14
353,PP1,310,60,POPE, O13
353,PP1,323,5,POPE, O14
354,PP1,310,60,POPE, O13
354,PP1,323,5,POPE, O14
355,PP1,310,60,POPE, O13
355,PP1,323,5,POPE, O14
356,PP1,310,60,POPE, O13
356,PP1,323,5,POPE, O14
357,PP1,310,60,POPE, O13
357,PP1,323,5,POPE, O14
358,PP1,310,60,POPE, O13
358,PP1,323,5,POPE, O14
359,PP1,310,60,POPE, O13
359,PP1,323,5,POPE, O14
360,PP1,310,60,POPE, O13
360,PP1,323,5,POPE, O14
361,PP1,310,60,POPE, O13
361,PP1,323,5,POPE, O14
362,PP1,310,60,POPE, O13
362,PP1,323,5,POPE, O14
363,PP1,310,60,POPE, O13
363,PP1,323,5,POPE, O14
364,PP1,310,60,POPE, O13
364,PP1,323,5,POPE, O14
365,PP1,310,60,POPE, O13
365,PP1,323,5,POPE, O14
366,PP1,310,60,POPE, O13
366,PP1,323,5,POPE, O14
367,PP1,310,60,POPE, O13
367,PP1,323,5,POPE, O14
368,PP1,310,60,POPE, O13
368,PP1,323,5,POPE, O14
369,PP1,310,60,POPE, O13
369,PP1,323,5,POPE, O14
370,PP1,310,60,POPE, O13
370,PP1,323,5,POPE, O14
371,PP1,310,60,POPE, O13
371,PP1,323,5,POPE, O14
372,PP1,310,60,POPE, O13
372,PP1,323,5,POPE, O14
373,PP1,310,60,POPE, O13
373,PP1,323,5,POPE, O14
374,PP1,310,60,POPE, O13
374,PP1,323,5,POPE, O14
375,PP1,310,60,POPE, O13
375,PP1,323,5,POPE, O14
376,PP1,310,60,POPE, O13
376,PP1,323,5,POPE, O14
377,PP1,310,60,POPE, O13
377,PP1,323,5,POPE, O14
378,PP1,310,60,POPE, O13
378,PP1,323,5,POPE, O14
379,PP1,310,60,POPE, O13 P
379,PP1,323,5,POPE, O14
380,PP1,310,60,POPE, O13
380,PP1,323,5,POPE, O14
381,PP1,310,60,POPE, O13
381,PP1,323,5,POPE, O14
382,PP1,310,60,POPE, O13
382,PP1,323,5,POPE, O14
383,PP1,310,60,POPE, O13
383,PP1,323,5,POPE, O14
384,PP1,310,60,POPE, O13
384,PP1,323,5,POPE, O14
385,PP1,310,60,POPE, O13
385,PP1,323,5,POPE, O14
386,PP1,310,60,POPE, O13
386,PP1,323,5,POPE, O14
387,PP1,310,60,POPE, O13
387,PP1,323,5,POPE, O14
388,PP1,310,60,POPE, O13
388,PP1,323,5,POPE, O14
389,PP1,310,60,POPE, O13
389,PP1,323,5,POPE, O14
390,PP1,310,60,POPE, O13
390,PP1,323,5,POPE, O14
391,PP1,310,60,POPE, O13
391,PP1,323,5,POPE, O14
392,PP1,310,60,POPE, O13
392,PP1,323,5,POPE, O14
393,PP1,310,60,POPE, O13
393,PP1,323,5,POPE, O14
394,PP1,310,60,POPE, O13
394,PP1,323,5,POPE, O14
395,PP1,310,60,POPE, O13
395,PP1,323,5,POPE, O14 P
396,PP1,310,60,POPE, HN3 O13
396,PP1,323,5,POPE, O14
397,PP1,310,60,POPE, O13
397,PP1,323,5,POPE, O14
398,PP1,310,60,POPE, O13
398,PP1,323,5,POPE, O14
399,PP1,310,60,POPE, O13
399,PP1,323,5,POPE, O14
400,PP1,310,60,POPE, HN2 O13
400,PP1,323,5,POPE, O14
401,PP1,310,60,POPE, O13
401,PP1,323,5,POPE, O14
402,PP1,310,60,POPE, O13
402,PP1,323,5,POPE, O14
403,PP1,310,60,POPE, O13
403,PP1,323,5,POPE, O14
404,PP1,310,60,POPE, O13
404,PP1,323,5,POPE, O14
405,PP1,310,60,POPE, O13
405,PP1,323,5,POPE, O14
406,PP1,310,60,POPE, O13
406,PP1,323,5,POPE, O14
407,PP1,310,60,POPE, O13
407,PP1,323,5,POPE, O14
408,PP1,310,60,POPE, O13
