Frame,Chain,MgID,ListResids,ListResnames,ListAtoms
1935,PP2,327,,, 
1936,PP2,327,,, 
1937,PP2,327,,, 
1938,PP2,327,,, 
1939,PP2,327,,, 
1940,PP2,327,,, 
1941,PP2,327,,, 
1942,PP2,327,,, 
1943,PP2,327,,, 
1944,PP2,327,,, 
1945,PP2,327,,, 
1946,PP2,327,,, 
1947,PP2,327,,, 
1948,PP2,327,,, 
1949,PP2,327,,, 
1950,PP2,327,,, 
1951,PP2,327,,, 
1952,PP2,327,,, 
1953,PP2,327,,, 
1954,PP2,327,,, 
1955,PP2,327,,, 
1956,PP2,327,,, 
1957,PP2,327,,, 
1958,PP2,327,,, 
1959,PP2,327,,, 
1960,PP2,327,,, 
1961,PP2,327,,, 
1962,PP2,327,,, 
1963,PP2,327,,, 
1964,PP2,327,,, 
1965,PP2,327,,, 
1966,PP2,327,,, 
1967,PP2,327,,, 
1968,PP2,327,,, 
1969,PP2,327,,, 
1970,PP2,327,,, 
1971,PP2,327,,, 
1972,PP2,327,,, 
1973,PP2,327,,, 
1974,PP2,327,,, 
1975,PP2,327,,, 
1976,PP2,327,,, 
1977,PP2,327,,, 
1978,PP2,327,,, 
1979,PP2,327,,, 
1980,PP2,327,,, 
1981,PP2,327,,, 
1982,PP2,327,,, 
1983,PP2,327,,, 
1984,PP2,327,,, 
1985,PP2,307,,, 
1985,PP2,327,,, 
1986,PP2,327,,, 
1987,PP2,327,,, 
1988,PP2,327,,, 
1989,PP2,327,,, 
1990,PP2,327,,, 
1991,PP2,327,,, 
1992,PP2,327,,, 
1993,PP2,327,,, 
1994,PP2,327,,, 
1995,PP2,327,,, 
1996,PP2,327,,, 
1997,PP2,327,,, 
1998,PP2,327,,, 
1999,PP2,327,,, 
2000,PP2,327,,, 
2001,PP2,327,,, 
2002,PP2,327,,, 
2003,PP2,327,,, 
2004,PP2,327,,, 
2005,PP2,327,,, 
2006,PP2,327,,, 
2007,PP2,327,,, 
2008,PP2,327,,, 
2009,PP2,327,,, 
2010,PP2,327,,, 
2011,PP2,327,,, 
2012,PP2,327,,, 
2013,PP2,327,,, 
2014,PP2,327,,, 
2015,PP2,327,,, 
2016,PP2,327,,, 
2017,PP2,327,,, 
2018,PP2,327,,, 
2019,PP2,327,,, 
2020,PP2,327,,, 
2021,PP2,327,,, 
2022,PP2,327,,, 
2023,PP2,327,,, 
2024,PP2,327,,, 
2025,PP2,327,,, 
2026,PP2,327,,, 
2027,PP2,327,,, 
2028,PP2,307,,, 
2028,PP2,327,,, 
2029,PP2,327,,, 
2030,PP2,327,,, 
2031,PP2,327,,, 
2032,PP2,327,,, 
2033,PP2,327,,, 
2034,PP2,327,,, 
2035,PP2,327,,, 
2036,PP2,327,,, 
2037,PP2,327,,, 
2038,PP2,327,,, 
2039,PP2,327,,, 
2040,PP2,327,,, 
2041,PP2,327,,, 
2042,PP2,327,,, 
2043,PP2,327,,, 
2044,PP2,327,,, 
2045,PP2,327,,, 
2046,PP2,327,,, 
2047,PP2,327,,, 
2048,PP2,307,,, 
2048,PP2,327,,, 
2049,PP2,327,,, 
2050,PP2,327,,, 
2051,PP2,327,,, 
2052,PP2,327,,, 
2053,PP2,327,,, 
2054,PP2,327,,, 
2055,PP2,307,,, 
2055,PP2,327,,, 
2056,PP2,327,,, 
2057,PP2,327,,, 
2058,PP2,327,,, 
2059,PP2,327,,, 
2060,PP2,300,,, 
2060,PP2,327,,, 
2061,PP2,327,,, 
2062,PP2,327,,, 
2063,PP2,327,,, 
2064,PP2,327,,, 
2065,PP2,327,,, 
2066,PP2,327,,, 
2067,PP2,327,,, 
2068,PP2,327,,, 
2069,PP2,327,,, 
2070,PP2,327,,, 
2071,PP2,327,,, 
2072,PP2,327,,, 
2073,PP2,327,,, 
2074,PP2,327,,, 
2075,PP2,327,,, 
2076,PP2,327,,, 
2077,PP2,327,,, 
2078,PP2,327,,, 
2079,PP2,327,,, 
2080,PP2,327,,, 
2081,PP2,327,,, 
2082,PP2,327,,, 
2083,PP2,327,,, 
2084,PP2,327,,, 
2085,PP2,327,,, 
2086,PP2,327,,, 
2087,PP2,307,,, 
2087,PP2,327,,, 
2088,PP2,327,,, 
2089,PP2,327,,, 
2090,PP2,327,,, 
2091,PP2,327,,, 
2092,PP2,307,,, 
2092,PP2,327,,, 
2093,PP2,327,,, 
2094,PP2,327,,, 
2095,PP2,327,,, 
2096,PP2,327,,, 
2097,PP2,327,,, 
2098,PP2,327,,, 
2099,PP2,327,,, 
2100,PP2,327,,, 
2101,PP2,327,,, 
2102,PP2,307,,, 
2102,PP2,327,,, 
2103,PP2,327,,, 
2104,PP2,327,,, 
2105,PP2,327,,, 
2106,PP2,327,,, 
2107,PP2,327,,, 
2108,PP2,327,,, 
2109,PP2,307,,, 
2109,PP2,327,,, 
2110,PP2,327,,, 
2111,PP2,327,,, 
2112,PP2,327,,, 
2113,PP2,327,,, 
2114,PP2,327,,, 
2115,PP2,327,,, 
2116,PP2,327,,, 
2117,PP2,327,,, 
2118,PP2,307,,, 
2118,PP2,327,,, 
2119,PP2,327,,, 
2120,PP2,327,,, 
2121,PP2,327,,, 
2122,PP2,327,,, 
2123,PP2,327,,, 
2124,PP2,327,,, 
2125,PP2,327,,, 
2126,PP2,327,,, 
2127,PP2,327,,, 
2128,PP2,327,,, 
2129,PP2,327,,, 
2130,PP2,327,,, 
2131,PP2,327,,, 
2132,PP2,327,,, 
2133,PP2,327,,, 
2134,PP2,327,,, 
2135,PP2,327,,, 
2136,PP2,327,,, 
2137,PP2,327,,, 
2138,PP2,327,,, 
2139,PP2,327,,, 
2140,PP2,327,,, 
2141,PP2,327,,, 
2142,PP2,327,,, 
2143,PP2,327,,, 
2144,PP2,327,,, 
2145,PP2,327,,, 
2146,PP2,327,,, 
2147,PP2,327,,, 
2148,PP2,327,,, 
2149,PP2,327,,, 
2150,PP2,327,,, 
2151,PP2,327,,, 
2152,PP2,327,,, 
2153,PP2,327,,, 
2154,PP2,327,,, 
2155,PP2,327,,, 
2156,PP2,327,,, 
2157,PP2,327,,, 
2158,PP2,327,,, 
2159,PP2,327,,, 
2160,PP2,327,,, 
2161,PP2,327,,, 
2162,PP2,327,,, 
2163,PP2,327,,, 
2164,PP2,327,,, 
2165,PP2,327,,, 
2166,PP2,327,,, 
2167,PP2,327,,, 
2168,PP2,327,,, 
2169,PP2,327,,, 
2170,PP2,327,,, 
2171,PP2,327,,, 
2172,PP2,327,,, 
2173,PP2,327,,, 
2174,PP2,327,,, 
2175,PP2,327,,, 
2176,PP2,327,,, 
2177,PP2,327,,, 
2178,PP2,327,,, 
2179,PP2,327,,, 
2180,PP2,327,,, 
2181,PP2,327,,, 
2182,PP2,327,,, 
2183,PP2,327,,, 
2184,PP2,327,,, 
2185,PP2,327,,, 
2186,PP2,327,,, 
2187,PP2,327,,, 
2188,PP2,327,,, 
2189,PP2,327,,, 
2190,PP2,327,,, 
2191,PP2,327,,, 
2192,PP2,327,,, 
2193,PP2,327,,, 
2194,PP2,307,,, 
2194,PP2,327,,, 
2195,PP2,327,,, 
2196,PP2,327,,, 
2197,PP2,327,,, 
2198,PP2,327,,, 
2199,PP2,327,,, 
2200,PP2,327,,, 
2201,PP2,327,,, 
2202,PP2,327,,, 
2203,PP2,327,,, 
2204,PP2,327,,, 
2205,PP2,327,,, 
2206,PP2,327,,, 
2207,PP2,327,,, 
2208,PP2,327,,, 
2209,PP2,327,,, 
2210,PP2,327,,, 
2211,PP2,327,,, 
2212,PP2,327,,, 
2213,PP2,327,,, 
2214,PP2,327,,, 
2215,PP2,327,,, 
2216,PP2,327,,, 
2217,PP2,327,,, 
2218,PP2,307,,, 
2218,PP2,327,,, 
2219,PP2,327,,, 
2220,PP2,327,,, 
2221,PP2,327,,, 
2222,PP2,327,,, 
2223,PP2,327,,, 
2224,PP2,327,,, 
2225,PP2,327,,, 
2226,PP2,327,,, 
2227,PP2,327,,, 
2228,PP2,327,,, 
2229,PP2,327,,, 
2230,PP2,327,,, 
2231,PP2,327,,, 
2232,PP2,327,,, 
2233,PP2,327,,, 
2234,PP2,327,,, 
2235,PP2,327,,, 
2236,PP2,327,,, 
2237,PP2,327,,, 
2238,PP2,327,,, 
2239,PP2,327,,, 
2240,PP2,327,,, 
2241,PP2,327,,, 
2242,PP2,327,,, 
2243,PP2,327,,, 
2244,PP2,327,,, 
2245,PP2,327,,, 
2246,PP2,327,,, 
2247,PP2,327,,, 
2248,PP2,327,,, 
2249,PP2,327,,, 
2250,PP2,327,,, 
2251,PP2,327,,, 
2252,PP2,327,,, 
2253,PP2,327,,, 
2254,PP2,327,,, 
2255,PP2,327,,, 
2256,PP2,327,,, 
2257,PP2,327,,, 
2258,PP2,327,,, 
2259,PP2,327,,, 
2260,PP2,327,,, 
2261,PP2,327,,, 
2262,PP2,327,,, 
2263,PP2,327,,, 
2264,PP2,327,,, 
2265,PP2,327,,, 
2266,PP2,327,,, 
2267,PP2,327,,, 
2268,PP2,327,,, 
2269,PP2,327,,, 
2270,PP2,327,,, 
2271,PP2,327,,, 
2272,PP2,327,,, 
2273,PP2,327,,, 
2274,PP2,327,,, 
2275,PP2,327,,, 
2276,PP2,327,,, 
2277,PP2,327,,, 
2278,PP2,327,,, 
2279,PP2,327,,, 
2280,PP2,327,,, 
2281,PP2,327,,, 
2282,PP2,327,,, 
2283,PP2,327,,, 
2284,PP2,327,,, 
2285,PP2,327,,, 
2286,PP2,327,,, 
2287,PP2,327,,, 
2288,PP2,327,,, 
2289,PP2,327,,, 
2290,PP2,327,,, 
2291,PP2,327,,, 
2292,PP2,327,,, 
2293,PP2,327,,, 
2294,PP2,327,,, 
2295,PP2,327,,, 
2296,PP2,327,,, 
2297,PP2,327,,, 
2298,PP2,327,,, 
2299,PP2,327,,, 
2300,PP2,327,,, 
2301,PP2,327,,, 
2302,PP2,327,,, 
2303,PP2,327,,, 
2304,PP2,327,,, 
2305,PP2,327,,, 
2306,PP2,327,,, 
2307,PP2,327,,, 
2308,PP2,327,,, 
2309,PP2,327,,, 
2310,PP2,327,,, 
2311,PP2,327,,, 
2312,PP2,327,,, 
2313,PP2,327,,, 
2314,PP2,327,,, 
2315,PP2,327,,, 
2316,PP2,327,,, 
2317,PP2,327,,, 
2318,PP2,327,,, 
2319,PP2,327,,, 
2320,PP2,327,,, 
2321,PP2,327,,, 
2322,PP2,327,,, 
2323,PP2,327,,, 
2324,PP2,327,,, 
2325,PP2,327,,, 
2326,PP2,327,,, 
2327,PP2,327,,, 
2328,PP2,327,,, 
2329,PP2,327,,, 
2330,PP2,327,,, 
2331,PP2,327,,, 
2332,PP2,327,,, 
2333,PP2,327,,, 
2334,PP2,327,,, 
2335,PP2,327,,, 
2336,PP2,327,,, 
2337,PP2,327,,, 
2338,PP2,327,,, 
2339,PP2,327,,, 
2340,PP2,327,,, 
2341,PP2,327,,, 
2342,PP2,327,,, 
2343,PP2,327,,, 
2344,PP2,327,,, 
2345,PP2,327,,, 
2346,PP2,327,,, 
2347,PP2,327,,, 
2348,PP2,327,,, 
2349,PP2,327,,, 
2350,PP2,327,,, 
2351,PP2,327,,, 
2352,PP2,327,,, 
2353,PP2,327,,, 
2354,PP2,327,,, 
2355,PP2,327,,, 
2356,PP2,307,,, 
2356,PP2,327,,, 
2357,PP2,327,,, 
2358,PP2,327,,, 
2359,PP2,327,,, 
2360,PP2,327,,, 
2361,PP2,327,,, 
2362,PP2,327,,, 
2363,PP2,327,,, 
2364,PP2,327,,, 
2365,PP2,327,,, 
2366,PP2,327,,, 
2367,PP2,327,,, 
2368,PP2,327,,, 
2369,PP2,307,,, 
2369,PP2,327,,, 
2370,PP2,327,,, 
2371,PP2,327,,, 
2372,PP2,327,,, 
2373,PP2,327,,, 
2374,PP2,327,,, 
2375,PP2,327,,, 
2376,PP2,327,,, 
2377,PP2,327,,, 
2378,PP2,327,,, 
2379,PP2,327,,, 
2380,PP2,327,,, 
2381,PP2,327,,, 
2382,PP2,327,,, 
2383,PP2,327,,, 
2384,PP2,327,,, 
2385,PP2,327,,, 
2386,PP2,327,,, 
2387,PP2,327,,, 
2388,PP2,327,,, 
2389,PP2,327,,, 
2390,PP2,327,,, 
2391,PP2,327,,, 
2392,PP2,327,,, 
2393,PP2,327,,, 
2394,PP2,307,,, 
2394,PP2,327,,, 
2395,PP2,327,,, 
2396,PP2,327,,, 
2397,PP2,327,,, 
2398,PP2,307,,, 
2398,PP2,327,,, 
2399,PP2,327,,, 
2400,PP2,327,,, 
2401,PP2,327,,, 
2402,PP2,327,,, 
2403,PP2,327,,, 
2404,PP2,327,,, 
2405,PP2,327,,, 
2406,PP2,327,,, 
2407,PP2,327,,, 
2408,PP2,327,,, 
2409,PP2,327,,, 
2410,PP2,327,,, 
2411,PP2,327,,, 
2412,PP2,327,,, 
2413,PP2,327,,, 
2414,PP2,327,,, 
2415,PP2,327,,, 
2416,PP2,327,,, 
2417,PP2,327,,, 
2418,PP2,327,,, 
2419,PP2,327,,, 
2420,PP2,327,,, 
2421,PP2,327,,, 
2422,PP2,327,,, 
2423,PP2,327,,, 
2424,PP2,327,,, 
2425,PP2,327,,, 
2426,PP2,327,,, 
2427,PP2,327,,, 
2428,PP2,327,,, 
2429,PP2,327,,, 
2430,PP2,327,,, 
2431,PP2,327,,, 
2432,PP2,327,,, 
2433,PP2,327,,, 
2434,PP2,327,,, 
2435,PP2,327,,, 
2436,PP2,327,,, 
2437,PP2,327,,, 
2438,PP2,327,,, 
2439,PP2,327,,, 
2440,PP2,327,,, 
2441,PP2,327,,, 
2442,PP2,327,,, 
2443,PP2,327,,, 
2444,PP2,327,,, 
2445,PP2,327,,, 
2446,PP2,327,,, 
2447,PP2,327,,, 
2448,PP2,327,,, 
2449,PP2,327,,, 
2450,PP2,327,,, 
2451,PP2,327,,, 
2452,PP2,327,,, 
2453,PP2,327,,, 
2454,PP2,327,,, 
2455,PP2,327,,, 
2456,PP2,327,,, 
2457,PP2,327,,, 
2458,PP2,327,,, 
2459,PP2,327,,, 
2460,PP2,327,,, 
2461,PP2,327,,, 
2462,PP2,327,,, 
2463,PP2,327,,, 
2464,PP2,327,,, 
2465,PP2,327,,, 
2466,PP2,327,,, 
2467,PP2,327,,, 
2468,PP2,327,,, 
2469,PP2,327,,, 
2470,PP2,327,,, 
2471,PP2,327,,, 
2472,PP2,327,,, 
2473,PP2,327,,, 
2474,PP2,327,,, 
2475,PP2,327,,, 
2476,PP2,327,,, 
2477,PP2,327,,, 
2478,PP2,327,,, 
2479,PP2,327,,, 
2480,PP2,327,,, 
2481,PP2,327,,, 
2482,PP2,327,,, 
2483,PP2,327,,, 
2484,PP2,327,,, 
2485,PP2,327,,, 
2486,PP2,327,,, 
2487,PP2,327,,, 
2488,PP2,327,,, 
2489,PP2,327,,, 
2490,PP2,327,,, 
2491,PP2,327,,, 
2492,PP2,327,,, 
2493,PP2,327,,, 
2494,PP2,327,,, 
2495,PP2,327,,, 
2496,PP2,327,,, 
2497,PP2,327,,, 
2498,PP2,327,,, 
2499,PP2,327,,, 
2500,PP2,327,,, 
2501,PP2,327,,, 
2502,PP2,327,,, 
2503,PP2,327,,, 
2504,PP2,327,,, 
2505,PP2,327,,, 
2506,PP2,327,,, 
2507,PP2,327,,, 
2508,PP2,327,,, 
2509,PP2,327,,, 
2510,PP2,327,,, 
2511,PP2,327,,, 
2512,PP2,327,,, 
2513,PP2,327,,, 
2514,PP2,327,,, 
2515,PP2,327,,, 
2516,PP2,327,,, 
2517,PP2,327,,, 
2518,PP2,327,,, 
2519,PP2,327,,, 
2520,PP2,327,,, 
2521,PP2,327,,, 
2522,PP2,327,,, 
2523,PP2,327,,, 
2524,PP2,327,,, 
2525,PP2,327,,, 
2526,PP2,327,,, 
2527,PP2,327,,, 
2528,PP2,327,,, 
2529,PP2,327,,, 
2530,PP2,327,,, 
2531,PP2,327,,, 
2532,PP2,327,,, 
2533,PP2,327,,, 
2534,PP2,327,,, 
2535,PP2,327,,, 
2536,PP2,327,,, 
2537,PP2,327,,, 
2538,PP2,327,,, 
2539,PP2,327,,, 
2540,PP2,296,,, 
2540,PP2,327,,, 
2541,PP2,327,,, 
2542,PP2,327,,, 
2543,PP2,327,,, 
2544,PP2,327,,, 
2545,PP2,327,,, 
2546,PP2,327,,, 
2547,PP2,327,,, 
2548,PP2,327,,, 
2549,PP2,327,,, 
2550,PP2,327,,, 
2551,PP2,327,,, 
2552,PP2,327,,, 
2553,PP2,327,,, 
2554,PP2,327,,, 
2555,PP2,327,,, 
2556,PP2,327,,, 
2557,PP2,327,,, 
2558,PP2,327,,, 
2559,PP2,327,,, 
2560,PP2,327,,, 
2561,PP2,327,,, 
2562,PP2,327,,, 
2563,PP2,327,,, 
2564,PP2,327,,, 
2565,PP2,327,,, 
2566,PP2,307,,, 
2566,PP2,327,,, 
2567,PP2,327,,, 
2568,PP2,327,,, 
2569,PP2,327,,, 
2570,PP2,327,,, 
2571,PP2,327,,, 
2572,PP2,327,,, 
2573,PP2,327,,, 
2574,PP2,327,,, 
2575,PP2,327,,, 
2576,PP2,327,,, 
2577,PP2,327,,, 
2578,PP2,327,,, 
2579,PP2,327,,, 
2580,PP2,327,,, 
2581,PP2,327,,, 
2582,PP2,327,,, 
2583,PP2,327,,, 
2584,PP2,327,,, 
2585,PP2,327,,, 
2586,PP2,327,,, 
2587,PP2,327,,, 
2588,PP2,327,,, 
2589,PP2,327,,, 
2590,PP2,327,,, 
2591,PP2,327,,, 
2592,PP2,327,,, 
2593,PP2,327,,, 
2594,PP2,327,,, 
2595,PP2,327,,, 
2596,PP2,327,,, 
2597,PP2,327,,, 
2598,PP2,327,,, 
2599,PP2,327,,, 
2600,PP2,327,,, 
2601,PP2,327,,, 
2602,PP2,327,,, 
2603,PP2,327,,, 
2604,PP2,327,,, 
2605,PP2,327,,, 
2606,PP2,327,,, 
2607,PP2,327,,, 
2608,PP2,327,,, 
2609,PP2,327,,, 
2610,PP2,307,,, 
2610,PP2,327,,, 
2611,PP2,327,,, 
2612,PP2,327,,, 
2613,PP2,327,,, 
2614,PP2,327,,, 
2615,PP2,327,,, 
2616,PP2,327,,, 
2617,PP2,327,,, 
2618,PP2,327,,, 
2619,PP2,327,,, 
2620,PP2,327,,, 
2621,PP2,327,,, 
2622,PP2,327,,, 
2623,PP2,327,,, 
2624,PP2,327,,, 
2625,PP2,327,,, 
2626,PP2,327,,, 
2627,PP2,327,,, 
2628,PP2,327,,, 
2629,PP2,327,,, 
2630,PP2,327,,, 
2631,PP2,327,,, 
2632,PP2,327,,, 
2633,PP2,327,,, 
2634,PP2,327,,, 
2635,PP2,327,,, 
2636,PP2,327,,, 
2637,PP2,327,,, 
2638,PP2,327,,, 
2639,PP2,327,,, 
2640,PP2,327,,, 
2641,PP2,327,,, 
2642,PP2,327,,, 
2643,PP2,327,,, 
2644,PP2,327,,, 
2645,PP2,327,,, 
2646,PP2,327,,, 
2647,PP2,327,,, 
2648,PP2,327,,, 
2649,PP2,327,,, 
2650,PP2,327,,, 
2651,PP2,327,,, 
2652,PP2,327,,, 
2653,PP2,327,,, 
2654,PP2,327,,, 
2655,PP2,327,,, 
2656,PP2,327,,, 
2657,PP2,327,,, 
2658,PP2,327,,, 
2659,PP2,327,,, 
2660,PP2,327,,, 
2661,PP2,327,,, 
2662,PP2,327,,, 
2663,PP2,327,,, 
2664,PP2,327,,, 
2665,PP2,307,134,POPE, HN2
2665,PP2,327,,, 
2666,PP2,327,,, 
2667,PP2,327,,, 
2668,PP2,327,,, 
2669,PP2,327,,, 
2670,PP2,327,,, 
2671,PP2,327,,, 
2672,PP2,327,,, 
2673,PP2,327,,, 
2674,PP2,327,,, 
2675,PP2,327,,, 
2676,PP2,327,,, 
2677,PP2,307,,, 
2677,PP2,327,,, 
2678,PP2,327,,, 
2679,PP2,307,,, 
2679,PP2,327,,, 
2680,PP2,327,,, 
2681,PP2,327,,, 
2682,PP2,327,,, 
2683,PP2,327,,, 
2684,PP2,327,,, 
2685,PP2,327,,, 
2686,PP2,327,,, 
2687,PP2,327,,, 
2688,PP2,327,,, 
2689,PP2,327,,, 
2690,PP2,327,,, 
2691,PP2,327,,, 
2692,PP2,327,,, 
2693,PP2,327,,, 
2694,PP2,327,,, 
2695,PP2,327,,, 
2696,PP2,327,,, 
2697,PP2,327,,, 
2698,PP2,327,,, 
2699,PP2,327,,, 
2700,PP2,327,,, 
2701,PP2,307,,, 
2701,PP2,327,,, 
2702,PP2,327,,, 
2703,PP2,327,,, 
2704,PP2,327,,, 
2705,PP2,327,,, 
2706,PP2,327,,, 
2707,PP2,327,,, 
2708,PP2,327,,, 
2709,PP2,327,,, 
2710,PP2,327,,, 
2711,PP2,327,,, 
2712,PP2,327,,, 
2713,PP2,327,,, 
2715,PP2,327,,, 
2716,PP2,327,,, 
2729,PP2,327,,, 
2730,PP2,327,,, 
2731,PP2,327,,, 
2732,PP2,327,,, 
2734,PP2,327,,, 
2735,PP2,327,,, 
2736,PP2,327,,, 
2738,PP2,327,,, 
2739,PP2,327,,, 
2740,PP2,327,,, 
2741,PP2,327,,, 
2742,PP2,327,,, 
2743,PP2,327,,, 
2744,PP2,327,,, 
2745,PP2,327,,, 
2746,PP2,327,,, 
2747,PP2,327,,, 
2748,PP2,327,,, 
2749,PP2,327,,, 
2756,PP2,327,,, 
2758,PP2,327,,, 
2760,PP2,327,,, 
2783,PP2,327,,, 
2785,PP2,327,,, 
2788,PP2,327,,, 
2865,PP2,327,,, 
2866,PP2,327,,, 
2867,PP2,327,,, 
2868,PP2,327,,, 
2869,PP2,327,,, 
2870,PP2,327,,, 
2871,PP2,327,,, 
2872,PP2,327,,, 
2873,PP2,327,,, 
2874,PP2,327,,, 
2875,PP2,327,,, 
2876,PP2,327,,, 
2877,PP2,327,,, 
2878,PP2,327,,, 
2879,PP2,327,,, 
2880,PP2,327,,, 
2881,PP2,327,,, 
2882,PP2,327,,, 
2883,PP2,327,,, 
2884,PP2,327,,, 
2885,PP2,327,,, 
2886,PP2,327,,, 
2887,PP2,327,,, 
2888,PP2,327,,, 
2889,PP2,327,,, 
2890,PP2,327,,, 
2891,PP2,327,,, 
2892,PP2,327,,, 
2893,PP2,327,,, 
2894,PP2,327,,, 
2895,PP2,327,,, 
2896,PP2,327,,, 
2897,PP2,327,,, 
2898,PP2,327,,, 
2899,PP2,327,,, 
2900,PP2,327,,, 
2901,PP2,327,,, 
2902,PP2,327,,, 
2903,PP2,327,,, 
2904,PP2,327,,, 
2905,PP2,327,,, 
2906,PP2,327,,, 
2907,PP2,327,,, 
2908,PP2,327,,, 
2909,PP2,327,,, 
2910,PP2,327,,, 
2911,PP2,327,,, 
2912,PP2,327,,, 
2913,PP2,327,,, 
2914,PP2,327,,, 
2915,PP2,327,,, 
2916,PP2,327,,, 
2917,PP2,327,,, 
2918,PP2,327,,, 
2919,PP2,327,,, 
2920,PP2,327,,, 
2921,PP2,327,,, 
2922,PP2,327,,, 
2923,PP2,327,,, 
2924,PP2,327,,, 
2925,PP2,327,,, 
2926,PP2,327,,, 
2927,PP2,327,,, 
2928,PP2,327,,, 
2929,PP2,327,,, 
2930,PP2,327,,, 
2931,PP2,327,,, 
2932,PP2,327,,, 
2933,PP2,327,,, 
2934,PP2,327,,, 
2935,PP2,327,,, 
2936,PP2,327,,, 
2937,PP2,327,,, 
2938,PP2,327,,, 
2939,PP2,327,,, 
2940,PP2,327,,, 
2941,PP2,327,,, 
2942,PP2,327,,, 
2943,PP2,327,,, 
2944,PP2,327,,, 
2945,PP2,327,,, 
2946,PP2,327,,, 
2947,PP2,327,,, 
2948,PP2,327,,, 
2949,PP2,327,,, 
2950,PP2,327,,, 
2951,PP2,327,,, 
2952,PP2,327,,, 
2953,PP2,327,,, 
2954,PP2,327,,, 
2955,PP2,327,,, 
2956,PP2,327,,, 
2957,PP2,327,,, 
2958,PP2,327,,, 
2959,PP2,327,,, 
2960,PP2,327,,, 
2961,PP2,327,,, 
2962,PP2,327,,, 
2963,PP2,327,,, 
2964,PP2,327,,, 
2965,PP2,327,,, 
2966,PP2,327,,, 
2967,PP2,327,,, 
2968,PP2,327,,, 
2969,PP2,327,,, 
2970,PP2,327,,, 
2971,PP2,327,,, 
2972,PP2,327,,, 
2973,PP2,327,,, 
2974,PP2,327,,, 
2975,PP2,327,,, 
2976,PP2,327,,, 
2977,PP2,327,,, 
2978,PP2,327,,, 
2979,PP2,327,,, 
2980,PP2,327,,, 
2981,PP2,327,,, 
2982,PP2,327,,, 
2983,PP2,327,,, 
2984,PP2,327,,, 
2985,PP2,327,,, 
2986,PP2,327,,, 
2987,PP2,327,,, 
2988,PP2,327,,, 
2989,PP2,327,,, 
2990,PP2,327,,, 
2991,PP2,327,,, 
2992,PP2,327,,, 
2993,PP2,327,,, 
2994,PP2,327,,, 
2995,PP2,327,,, 
2996,PP2,327,,, 
2997,PP2,327,,, 
2998,PP2,327,,, 
2999,PP2,327,,, 
3000,PP2,327,,, 
3001,PP2,327,,, 
3002,PP2,327,,, 
3003,PP2,327,,, 
3004,PP2,327,,, 
3005,PP2,327,,, 
3006,PP2,327,,, 
3007,PP2,327,,, 
3008,PP2,327,,, 
3009,PP2,327,,, 
3010,PP2,327,,, 
3011,PP2,327,,, 
3012,PP2,327,,, 
3013,PP2,327,,, 
3014,PP2,327,,, 
3015,PP2,327,,, 
3016,PP2,327,,, 
3017,PP2,327,,, 
3018,PP2,327,,, 
3019,PP2,327,,, 
3020,PP2,327,,, 
3021,PP2,327,,, 
3022,PP2,327,,, 
3023,PP2,327,,, 
3024,PP2,327,,, 
3025,PP2,327,,, 
3026,PP2,327,,, 
3027,PP2,327,,, 
3028,PP2,327,,, 
3029,PP2,327,,, 
3030,PP2,327,,, 
3031,PP2,327,,, 
3032,PP2,327,,, 
3033,PP2,327,,, 
3034,PP2,327,,, 
3035,PP2,327,,, 
3036,PP2,327,,, 
3037,PP2,327,,, 
3038,PP2,327,,, 
3039,PP2,327,,, 
3040,PP2,327,,, 
3041,PP2,327,,, 
3042,PP2,327,,, 
3043,PP2,327,,, 
3044,PP2,327,,, 
3045,PP2,327,,, 
3046,PP2,327,,, 
3047,PP2,327,,, 
3048,PP2,327,,, 
3049,PP2,327,,, 
3050,PP2,327,,, 
3051,PP2,327,,, 
3052,PP2,327,,, 
3053,PP2,327,,, 
3054,PP2,327,,, 
3055,PP2,327,,, 
3056,PP2,327,,, 
3057,PP2,327,,, 
3058,PP2,327,,, 
3059,PP2,327,,, 
3060,PP2,327,,, 
3061,PP2,327,,, 
3062,PP2,327,,, 
3063,PP2,327,,, 
3064,PP2,327,,, 
3065,PP2,327,,, 
3066,PP2,327,,, 
3067,PP2,327,,, 
3068,PP2,327,,, 
3069,PP2,327,,, 
3070,PP2,327,,, 
3071,PP2,327,,, 
3072,PP2,327,,, 
3073,PP2,327,,, 
3074,PP2,327,,, 
3075,PP2,327,,, 
3076,PP2,327,,, 
3077,PP2,327,,, 
3078,PP2,327,,, 
3079,PP2,327,,, 
3080,PP2,327,,, 
3081,PP2,327,,, 
3082,PP2,327,,, 
3083,PP2,327,,, 
3084,PP2,327,,, 
3085,PP2,327,,, 
3086,PP2,327,,, 
3087,PP2,327,,, 
3088,PP2,327,,, 
3089,PP2,327,,, 
3090,PP2,327,,, 
3091,PP2,327,,, 
3092,PP2,327,,, 
3093,PP2,327,,, 
3094,PP2,327,,, 
3095,PP2,327,,, 
3096,PP2,327,,, 
3097,PP2,327,,, 
3098,PP2,327,,, 
3099,PP2,327,,, 
3100,PP2,327,,, 
3101,PP2,327,,, 
3102,PP2,327,,, 
3103,PP2,327,,, 
3104,PP2,327,,, 
3105,PP2,327,,, 
3106,PP2,327,,, 
3107,PP2,327,,, 
3108,PP2,327,,, 
3109,PP2,327,,, 
