Frame,Chain,MgID,WaterID,ListResids,ListResnames,ListAtoms
3922,PP1,310,4054,136 147 60,POPE, HN2 HN3 N O11 O13 O14 P
3922,PP1,310,4452,147 60,POPE, O13 O14
3922,PP1,323,5514,,, 
3922,PP1,323,5539,5,POPE, O14
3922,PP1,323,5586,33 5,POPE, O12 O14 P
3923,PP1,310,3739,,, 
3923,PP1,310,4054,136 60,POPE, HN2 HN3 N O13
3923,PP1,310,4452,147 60,POPE, O12 O13 O14
3923,PP1,323,5514,,, 
3923,PP1,323,5539,5,POPE, O13 O14
3923,PP1,323,5586,33 5,POPE, O11 O14 P
3924,PP1,310,3739,,, 
3924,PP1,310,4054,136 147 60,POPE, HN1 HN2 HN3 O13
3924,PP1,310,4452,147 60,POPE, O13 O14
3924,PP1,323,5514,,, 
3924,PP1,323,5539,5,POPE, O14
3924,PP1,323,5586,33 5,POPE, O13 O14 P
3925,PP1,310,3739,,, 
3925,PP1,310,4054,136 147 60,POPE, HN2 HN3 N O13 O14 P
3925,PP1,310,4452,147 60,POPE, O13 O14 P
3925,PP1,323,5514,,, 
3925,PP1,323,5539,5,POPE, O14
3925,PP1,323,5586,33 5,POPE, O14 P
3926,PP1,310,3739,,, 
3926,PP1,310,4054,136 147 60,POPE, HN2 HN3 O13 O14 P
3926,PP1,310,4452,147 60,POPE, O13 O14 P
3926,PP1,323,5514,,, 
3926,PP1,323,5539,5,POPE, O13 O14
3926,PP1,323,5586,33 5,POPE, O14 P
3927,PP1,310,3739,,, 
3927,PP1,310,4054,136 147 60,POPE, HN1 HN2 N O13 O14
3927,PP1,310,4452,147 60,POPE, O12 O13 O14 P
3927,PP1,323,5514,,, 
3927,PP1,323,5539,5,POPE, O14
3927,PP1,323,5586,33 5,POPE, O12 O14 P
3928,PP1,310,3739,,, 
3928,PP1,310,4054,147 60,POPE, O13 P
3928,PP1,310,4452,147 60,POPE, O13 O14 P
3928,PP1,323,5514,,, 
3928,PP1,323,5539,5,POPE, O14
3928,PP1,323,5586,33 5,POPE, O14 P
3929,PP1,310,3739,,, 
3929,PP1,310,4054,147 60,POPE, O11 O13 P
3929,PP1,310,4452,147 60,POPE, O13 O14 P
3929,PP1,323,5514,,, 
3929,PP1,323,5539,5,POPE, O14
3929,PP1,323,5586,33 5,POPE, O13 O14 P
3930,PP1,310,3739,,, 
3930,PP1,310,4054,136 147 60,POPE, HN1 HN2 N O11 O13 O14 P
3930,PP1,310,4452,147 60,POPE, O13 O14
3930,PP1,323,5514,,, 
3930,PP1,323,5539,5,POPE, O14
3930,PP1,323,5586,33 5,POPE, O13 O14 P
3931,PP1,310,3739,,, 
3931,PP1,310,4054,136 147 60,POPE, HN2 HN3 O11 O13 O14 P
3931,PP1,310,4452,147 60,POPE, O13 O14 P
3931,PP1,323,5514,,, 
3931,PP1,323,5539,5,POPE, O14
3931,PP1,323,5586,33 5,POPE, O12 O14 P
3932,PP1,310,3739,,, 
3932,PP1,310,4054,136 147 60,POPE, HN1 HN2 HN3 N O13 O14 P
3932,PP1,310,4452,147 60,POPE, O13 O14 P
3932,PP1,323,5514,,, 
3932,PP1,323,5539,5,POPE, O14
3932,PP1,323,5586,5,POPE, O11 O14
3933,PP1,310,3739,136,POPE, HN3
3933,PP1,310,4054,136 147 60,POPE, HN1 O11 O13 P
3933,PP1,310,4452,147 60,POPE, O13 O14 P
3933,PP1,323,5514,,, 
3933,PP1,323,5539,5,POPE, O13 O14 P
3933,PP1,323,5586,33 5,POPE, O11 O14 P
3934,PP1,310,3739,,, 
3934,PP1,310,4054,136 147 60,POPE, HN2 HN3 N O11 O13 O14 P
3934,PP1,310,4452,147 60,POPE, O13 O14 P
3934,PP1,323,5514,,, 
3934,PP1,323,5539,5,POPE, O14
3934,PP1,323,5586,5,POPE, O14
3935,PP1,310,3739,162,POPE, HN1 HN2 HN3 N
3935,PP1,310,4054,136 147 60,POPE, HN1 HN3 N O13 O14 P
3935,PP1,310,4452,147 60,POPE, O13 O14 P
3935,PP1,323,5514,,, 
3935,PP1,323,5539,5,POPE, O14
3935,PP1,323,5586,33 5,POPE, O11 O13 O14 P
3936,PP1,310,3739,,, 
3936,PP1,310,4054,136 147 60,POPE, HN3 O11 O13 O14 P
3936,PP1,310,4452,147 60,POPE, O13 O14 P
3936,PP1,323,5514,,, 
3936,PP1,323,5539,5,POPE, O13 O14
3936,PP1,323,5586,33 5,POPE, O11 O13 O14 P
3937,PP1,310,3739,,, 
3937,PP1,310,4054,136 147 60,POPE, HN1 HN3 N O13 O14 P
3937,PP1,310,4452,147 159 60,POPE POPG, O13 O14 P
3937,PP1,323,5514,,, 
3937,PP1,323,5539,5,POPE, O13 O14
3937,PP1,323,5586,33 5,POPE, O13 O14 P
3938,PP1,310,3739,,, 
3938,PP1,310,4054,136 147 60,POPE, HN3 O13 O14 P
3938,PP1,310,4452,147 159 60,POPE POPG, O13 O14 P
3938,PP1,323,5514,,, 
3938,PP1,323,5539,5,POPE, O14
3938,PP1,323,5586,33 5,POPE, O13 O14 P
3939,PP1,310,3739,,, 
3939,PP1,310,4054,136 147 60,POPE, HN2 HN3 N O13 O14 P
3939,PP1,310,4452,147 159 60,POPE POPG, O13 O14 P
3939,PP1,323,5514,,, 
3939,PP1,323,5539,5,POPE, O14
3939,PP1,323,5586,33 5,POPE, O13 O14 P
3940,PP1,310,3739,,, 
3940,PP1,310,4054,136 147 60,POPE, HN1 HN3 N O13 P
3940,PP1,310,4452,147 159 60,POPE POPG, O12 O13 O14 P
3940,PP1,323,5514,,, 
3940,PP1,323,5539,5,POPE, O13 O14 P
3940,PP1,323,5586,33 5,POPE, O13 O14 P
3941,PP1,310,3739,,, 
3941,PP1,310,4054,147 60,POPE, O12 O13 P
3941,PP1,310,4452,147 60,POPE, O12 O13 P
3941,PP1,323,5514,,, 
3941,PP1,323,5539,5,POPE, O13 O14
3941,PP1,323,5586,33 5,POPE, O13 O14 P
3942,PP1,310,3739,,, 
3942,PP1,310,4054,60,POPE, O11 O13
3942,PP1,310,4452,60,POPE, O13
3942,PP1,323,5514,,, 
3942,PP1,323,5539,5,POPE, O14
3942,PP1,323,5586,33 5,POPE, O13 O14 P
3943,PP1,310,3739,,, 
3943,PP1,310,4054,60,POPE, O13
3943,PP1,310,4452,60,POPE, HN1 HN3 N O13
3943,PP1,323,5514,,, 
3943,PP1,323,5539,5,POPE, O14
3943,PP1,323,5586,5,POPE, O14
3944,PP1,310,3739,147,POPE, O13 P
3944,PP1,310,4054,60,POPE, O13
3944,PP1,310,4452,60,POPE, O13
3944,PP1,323,5514,,, 
3944,PP1,323,5539,5,POPE, O14
3944,PP1,323,5586,5,POPE, O14
3945,PP1,310,3739,,, 
3945,PP1,310,4054,60,POPE, O13
3945,PP1,310,4452,147 60,POPE, O13 O14 P
3945,PP1,323,5514,,, 
3945,PP1,323,5539,5,POPE, O14
3945,PP1,323,5586,5,POPE, O14
3946,PP1,310,3739,,, 
3946,PP1,310,4054,60,POPE, O13
3946,PP1,310,4452,60,POPE, O13
3946,PP1,323,5514,,, 
3946,PP1,323,5539,5,POPE, O14
3946,PP1,323,5586,5,POPE, O14
3947,PP1,310,3739,,, 
3947,PP1,310,4054,60,POPE, O13
3947,PP1,310,4452,147 60,POPE, O13 P
3947,PP1,323,5514,,, 
3947,PP1,323,5539,5,POPE, O14
3947,PP1,323,5586,33 5,POPE, O13 O14 P
3948,PP1,310,3739,,, 
3948,PP1,310,4054,60,POPE, O13
3948,PP1,310,4452,147 60,POPE, O13 O14 P
3948,PP1,323,5514,,, 
3948,PP1,323,5539,5,POPE, O14
3948,PP1,323,5586,5,POPE, O14
3949,PP1,310,3739,9,POPE, HN1
3949,PP1,310,4054,60,POPE, O13
3949,PP1,310,4452,147 60,POPE, HN1 HN2 N O12 O13 O14 P
3949,PP1,323,5514,33,POPE, HN2
3949,PP1,323,5539,5,POPE, O14
3949,PP1,323,5586,33 5,POPE, HN2 O14
3950,PP1,310,3739,,, 
3950,PP1,310,4054,60,POPE, O13
3950,PP1,310,4452,147 60,POPE, O13
3950,PP1,323,5514,,, 
3950,PP1,323,5539,5,POPE, O11 O14 P
3950,PP1,323,5586,33 5,POPE, O13 O14 P
3951,PP1,310,3739,,, 
3951,PP1,310,4054,60,POPE, O11 O13
3951,PP1,310,4452,147 60,POPE, O13 O14
3951,PP1,323,5514,,, 
3951,PP1,323,5539,5,POPE, O14
3951,PP1,323,5586,33 5,POPE, O13 O14 P
3952,PP1,310,3739,,, 
3952,PP1,310,4054,60,POPE, O13
3952,PP1,310,4452,60,POPE, O13
3952,PP1,323,5514,,, 
3952,PP1,323,5539,5,POPE, O14
3952,PP1,323,5586,33 5,POPE, O13 O14 P
3953,PP1,310,3739,,, 
3953,PP1,310,4054,147 60,POPE, O11 O13 P
3953,PP1,310,4452,147 60,POPE, O13 O14
3953,PP1,323,5514,,, 
3953,PP1,323,5539,5,POPE, O14
3953,PP1,323,5586,33 5,POPE, O14
3954,PP1,310,3739,,, 
3954,PP1,310,4054,147 60,POPE, O13 O14 P
3954,PP1,310,4452,147 60,POPE, O13 O14
3954,PP1,323,5514,,, 
3954,PP1,323,5539,5,POPE, O14
3954,PP1,323,5586,33 5,POPE, O14 P
3955,PP1,310,3739,,, 
3955,PP1,310,4054,147 60,POPE, O11 O13 P
3955,PP1,310,4452,60,POPE, HN2 O12 O13
3955,PP1,323,5514,,, 
3955,PP1,323,5539,5,POPE, O14
3955,PP1,323,5586,5,POPE, O14
3956,PP1,310,3739,,, 
3956,PP1,310,4054,147 60,POPE, O13 O14 P
3956,PP1,310,4452,147 60,POPE, O13 O14 P
3956,PP1,323,5514,,, 
3956,PP1,323,5539,5,POPE, O14
3956,PP1,323,5586,5,POPE, O12 O14
3957,PP1,310,3739,,, 
3957,PP1,310,4054,60,POPE, O13
3957,PP1,310,4452,60,POPE, O13
3957,PP1,323,5514,,, 
3957,PP1,323,5539,5,POPE, O14
3957,PP1,323,5586,5,POPE, O14
3958,PP1,310,3739,,, 
3958,PP1,310,4054,60,POPE, O13
3958,PP1,310,4452,60,POPE, O13
3958,PP1,323,5514,,, 
3958,PP1,323,5539,5,POPE, O14
3958,PP1,323,5586,5,POPE, O12 O14
3959,PP1,310,3739,,, 
3959,PP1,310,4054,60,POPE, O13
3959,PP1,310,4452,60,POPE, O13
3959,PP1,323,5514,,, 
3959,PP1,323,5539,5,POPE, O14
3959,PP1,323,5586,5,POPE, O14
3960,PP1,310,3739,,, 
3960,PP1,310,4054,147 60,POPE, O13 O14 P
3960,PP1,310,4452,147 60,POPE, O12 O13 O14 P
3960,PP1,323,5514,,, 
3960,PP1,323,5539,5,POPE, O13 O14 P
3960,PP1,323,5586,5,POPE, O14
3961,PP1,310,3739,147,POPE, O13 O14 P
3961,PP1,310,4054,147 60,POPE, O11 O13
3961,PP1,310,4452,147 60,POPE, O13 O14 P
3961,PP1,323,5514,,, 
3961,PP1,323,5539,5,POPE, O13 O14
3961,PP1,323,5586,5,POPE, O14
3962,PP1,310,3739,147,POPE, O13
3962,PP1,310,4054,147 60,POPE, O13
3962,PP1,310,4452,147 60,POPE, O12 O13 O14 P
3962,PP1,323,5514,,, 
3962,PP1,323,5539,5,POPE, O14
3962,PP1,323,5586,5,POPE, O14
3963,PP1,310,3739,,, 
3963,PP1,310,4054,147 60,POPE, O13 O14
3963,PP1,310,4452,147 60,POPE, O13 O14 P
3963,PP1,323,5514,,, 
3963,PP1,323,5539,5,POPE, O14
3963,PP1,323,5586,5,POPE, O14
3964,PP1,310,3739,,, 
3964,PP1,310,4054,60,POPE, O13
3964,PP1,310,4452,60,POPE, O13
3964,PP1,323,5514,,, 
3964,PP1,323,5539,5,POPE, O14
3964,PP1,323,5586,5,POPE, O14
3965,PP1,310,3739,,, 
3965,PP1,310,4054,147 60,POPE, O13 O14 P
3965,PP1,310,4452,147 60,POPE, O13 O14
3965,PP1,323,5514,,, 
3965,PP1,323,5539,5,POPE, O11 O12 O14 P
3965,PP1,323,5586,5,POPE, O14
3966,PP1,310,3739,147,POPE, O14 P
3966,PP1,310,4054,147 60,POPE, O13 O14 P
3966,PP1,310,4452,147 169 60,POPE, O11 O13 O14 P
3966,PP1,323,5514,,, 
3966,PP1,323,5539,5,POPE, O14
3966,PP1,323,5586,5,POPE, O14
3967,PP1,310,3739,,, 
3967,PP1,310,4054,60,POPE, O13
3967,PP1,310,4452,169 60,POPE, O13 P
3967,PP1,323,5514,,, 
3967,PP1,323,5539,5,POPE, O14
3967,PP1,323,5586,5,POPE, O14
3968,PP1,310,3739,,, 
3968,PP1,310,4054,60,POPE, O13
3968,PP1,310,4452,169 60,POPE, O13 P
3968,PP1,323,5514,,, 
3968,PP1,323,5539,5,POPE, O14
3968,PP1,323,5586,5,POPE, HN1 O14
3969,PP1,310,3739,147,POPE, O12 O13 P
3969,PP1,310,4054,147 60,POPE, O11 O12 O13
3969,PP1,310,4452,147 169 60,POPE, O13 P
3969,PP1,323,5514,,, 
3969,PP1,323,5539,5,POPE, O14
3969,PP1,323,5586,5,POPE, O14
3970,PP1,310,3739,,, 
3970,PP1,310,4054,3 60,POPE, O12 O13 P
3970,PP1,310,4452,60,POPE, O13
3970,PP1,323,5514,,, 
3970,PP1,323,5539,5,POPE, O14
3970,PP1,323,5586,5,POPE, O14
3971,PP1,310,3739,,, 
3971,PP1,310,4054,60,POPE, O13
3971,PP1,310,4452,60,POPE, O13
3971,PP1,323,5514,,, 
3971,PP1,323,5539,5,POPE, O14
3971,PP1,323,5586,5,POPE, O14
3972,PP1,310,3739,,, 
3972,PP1,310,4054,60,POPE, O13
3972,PP1,310,4452,60,POPE, O13
3972,PP1,323,5514,,, 
3972,PP1,323,5539,5,POPE, O14
3972,PP1,323,5586,5,POPE, O14
3973,PP1,310,3739,,, 
3973,PP1,310,4054,60,POPE, O11 O13
3973,PP1,310,4452,169 60,POPE, HN3 O13 P
3973,PP1,323,5514,,, 
3973,PP1,323,5539,5,POPE, O14
3973,PP1,323,5586,5,POPE, O14
3974,PP1,310,3739,,, 
3974,PP1,310,4054,60,POPE, O13
3974,PP1,310,4452,60,POPE, O13
3974,PP1,323,5514,,, 
3974,PP1,323,5539,5,POPE, O14
3974,PP1,323,5586,5,POPE, O14
3975,PP1,310,3739,,, 
3975,PP1,310,4054,60,POPE, O13
3975,PP1,310,4452,60,POPE, O13
3975,PP1,323,5514,,, 
3975,PP1,323,5539,5,POPE, O14
3975,PP1,323,5586,5,POPE, O14
3976,PP1,310,3739,,, 
3976,PP1,310,4054,60,POPE, O13
3976,PP1,310,4452,60,POPE, O13
3976,PP1,323,5514,,, 
3976,PP1,323,5539,5,POPE, O14
3976,PP1,323,5586,5,POPE, O14
3977,PP1,310,3739,,, 
3977,PP1,310,4054,3 60,POPE, O13
3977,PP1,310,4452,60,POPE, O12 O13
3977,PP1,323,5514,,, 
3977,PP1,323,5539,5,POPE, O14
3977,PP1,323,5586,5,POPE, O14
3978,PP1,310,3739,,, 
3978,PP1,310,4054,3 60,POPE, O12 O13 P
3978,PP1,310,4452,147 60,POPE, O11 O13 P
3978,PP1,323,5514,,, 
3978,PP1,323,5539,5,POPE, O14
3978,PP1,323,5586,5,POPE, O14
3979,PP1,310,3739,,, 
3979,PP1,310,4054,3 60,POPE, O11 O13 P
3979,PP1,310,4452,60,POPE, O13
3979,PP1,323,5514,,, 
3979,PP1,323,5539,5,POPE, O14
3979,PP1,323,5586,5,POPE, O12 O14
3980,PP1,310,3739,147,POPE, O14
3980,PP1,310,4054,60,POPE, O13
3980,PP1,310,4452,147 60,POPE, O13 O14
3980,PP1,323,5514,,, 
3980,PP1,323,5539,5,POPE, O14
3980,PP1,323,5586,5,POPE, O14
3981,PP1,310,3739,,, 
3981,PP1,310,4054,60,POPE, O13
3981,PP1,310,4452,60,POPE, O13
3981,PP1,323,5514,,, 
3981,PP1,323,5539,5,POPE, O14
3981,PP1,323,5586,5,POPE, O14
3982,PP1,310,3739,147,POPE, O14
3982,PP1,310,4054,3 60,POPE, O13 P
3982,PP1,310,4452,147 60,POPE, O13 O14
3982,PP1,323,5514,,, 
3982,PP1,323,5539,5,POPE, O14
3982,PP1,323,5586,5,POPE, O14
3983,PP1,310,3739,,, 
3983,PP1,310,4054,3 60,POPE, O12 O13 P
3983,PP1,310,4452,60,POPE, O13
3983,PP1,323,5514,,, 
3983,PP1,323,5539,5,POPE, O11 O14
3983,PP1,323,5586,5,POPE, O14
3984,PP1,310,3739,,, 
3984,PP1,310,4054,3 60,POPE, O13 P
3984,PP1,310,4452,60,POPE, O13
3984,PP1,323,5514,,, 
3984,PP1,323,5539,5,POPE, O14
3984,PP1,323,5586,5,POPE, O14
3985,PP1,310,3739,,, 
3985,PP1,310,4054,3 60,POPE, HN3 O12 O13 P
3985,PP1,310,4452,147 60,POPE, O11 O13 P
3985,PP1,323,5514,,, 
3985,PP1,323,5539,5,POPE, O14
3985,PP1,323,5586,5,POPE, O14
3986,PP1,310,3739,147,POPE, HN2 N O12
3986,PP1,310,4054,117 3 60,POPE, O12 O13 P
3986,PP1,310,4452,147 60,POPE, O11 O12 O13 P
3986,PP1,323,5514,,, 
3986,PP1,323,5539,5,POPE, O14
3986,PP1,323,5586,5,POPE, O14
3987,PP1,310,3739,,, 
3987,PP1,310,4054,3 60,POPE, O13 P
3987,PP1,310,4452,147 60,POPE, O13 P
3987,PP1,323,5514,,, 
3987,PP1,323,5539,5,POPE, O11 O14
3987,PP1,323,5586,5,POPE, O14
3988,PP1,310,3739,,, 
3988,PP1,310,4054,3 60,POPE, O12 O13 P
3988,PP1,310,4452,60,POPE, O13
3988,PP1,323,5514,,, 
3988,PP1,323,5539,5,POPE, O14
3988,PP1,323,5586,5,POPE, O14
3989,PP1,310,3739,,, 
3989,PP1,310,4054,117 3 60,POPE, O12 O13 P
3989,PP1,310,4452,169 60,POPE, O13
3989,PP1,323,5514,,, 
3989,PP1,323,5539,5,POPE, O14
3989,PP1,323,5586,5,POPE, O14
3990,PP1,310,3739,,, 
3990,PP1,310,4054,3 60,POPE, O12 O13 P
3990,PP1,310,4452,169 60,POPE, O13 P
3990,PP1,323,5514,,, 
3990,PP1,323,5539,5,POPE, O14
3990,PP1,323,5586,5,POPE, O14
3991,PP1,310,3739,,, 
3991,PP1,310,4054,3 60,POPE, O12 O13 P
3991,PP1,310,4452,169 60,POPE, O13 P
3991,PP1,323,5514,,, 
3991,PP1,323,5539,5,POPE, O14
3991,PP1,323,5586,5,POPE, O14
3992,PP1,310,3739,,, 
3992,PP1,310,4054,3 60,POPE, O12 O13 O14 P
3992,PP1,310,4452,60,POPE, O13
3992,PP1,323,5514,,, 
3992,PP1,323,5539,5 74,POPE, HN3 O14
3992,PP1,323,5586,5,POPE, O14
3993,PP1,310,3739,,, 
3993,PP1,310,4054,3 60,POPE, O13 O14 P
3993,PP1,310,4452,169 60,POPE, O13
3993,PP1,323,5514,,, 
3993,PP1,323,5539,5,POPE, O14
3993,PP1,323,5586,5,POPE, O14
3994,PP1,310,3739,,, 
3994,PP1,310,4054,3 60,POPE, O12 O13 P
3994,PP1,310,4452,169 60,POPE, O13
3994,PP1,323,5514,,, 
3994,PP1,323,5539,5,POPE, O14
3994,PP1,323,5586,5,POPE, O14
3995,PP1,310,3739,,, 
3995,PP1,310,4054,3 60,POPE, O13 P
3995,PP1,310,4452,169 60,POPE, O13 P
3995,PP1,323,5514,,, 
3995,PP1,323,5539,5,POPE, O14
3995,PP1,323,5586,5,POPE, O14
3996,PP1,310,3739,,, 
3996,PP1,310,4054,3 60,POPE, O11 O12 O13 P
3996,PP1,310,4452,60,POPE, O13
3996,PP1,323,5514,,, 
3996,PP1,323,5539,5,POPE, O14
3996,PP1,323,5586,5,POPE, O14
3997,PP1,310,3739,,, 
3997,PP1,310,4054,3 60,POPE, O13
3997,PP1,310,4452,60,POPE, O13
3997,PP1,323,5514,,, 
3997,PP1,323,5539,5,POPE, O14
3997,PP1,323,5586,5,POPE, HN3 O14
3998,PP1,310,3739,,, 
3998,PP1,310,4054,60,POPE, O13
3998,PP1,310,4452,60,POPE, O13
3998,PP1,323,5514,,, 
3998,PP1,323,5539,5,POPE, O14
3998,PP1,323,5586,5,POPE, O14
3999,PP1,310,3739,,, 
3999,PP1,310,4054,60,POPE, O13
3999,PP1,310,4452,169 60,POPE, O13 P
3999,PP1,323,5514,,, 
3999,PP1,323,5539,5,POPE, O14
3999,PP1,323,5586,5,POPE, HN2 O14
4000,PP1,310,3739,117 169,POPE, O13 P
4000,PP1,310,4054,60,POPE, O13
4000,PP1,310,4452,169 60,POPE, O11 O13 P
4000,PP1,323,5514,,, 
4000,PP1,323,5539,5,POPE, O14
4000,PP1,323,5586,5,POPE, O14
4001,PP1,310,3739,117,POPE, O11 O13 P
4001,PP1,310,4054,60,POPE, O13
4001,PP1,310,4452,169 60,POPE, O11 O13 O14 P
4001,PP1,323,5514,,, 
4001,PP1,323,5539,5,POPE, O14
4001,PP1,323,5586,5,POPE, O14
4002,PP1,310,3739,,, 
4002,PP1,310,4054,60,POPE, O13
4002,PP1,310,4452,169 60,POPE, O13 P
4002,PP1,323,5514,,, 
4002,PP1,323,5539,5,POPE, O14
4002,PP1,323,5586,5,POPE, O14
4003,PP1,310,3739,117,POPE, O13 P
4003,PP1,310,4054,60,POPE, O13
4003,PP1,310,4452,169 60,POPE, O13 O14 P
4003,PP1,323,5514,,, 
4003,PP1,323,5539,5,POPE, O14
4003,PP1,323,5586,5,POPE, O14
4004,PP1,310,3739,,, 
4004,PP1,310,4054,60,POPE, O13
4004,PP1,310,4452,60,POPE, O13
4004,PP1,323,5514,,, 
4004,PP1,323,5539,5,POPE, O14
4004,PP1,323,5586,5,POPE, O14
4005,PP1,310,3739,,, 
4005,PP1,310,4054,117 60,POPE, O12 O13 P
4005,PP1,310,4452,169 60,POPE, HN1 HN2 N O13 P
4005,PP1,323,5514,,, 
4005,PP1,323,5539,5,POPE, O14
4005,PP1,323,5586,5,POPE, O14
4006,PP1,310,3739,117,POPE, O12 O13
4006,PP1,310,4054,117 60,POPE, O11 O12 O13 P
4006,PP1,310,4452,169 60,POPE, O11 O13
4006,PP1,323,5514,,, 
4006,PP1,323,5539,5,POPE, O14
4006,PP1,323,5586,5,POPE, HN1 O12 O14 P
4007,PP1,310,3739,117,POPE, O13
4007,PP1,310,4054,117 60,POPE, O13 P
4007,PP1,310,4452,60,POPE, O13
4007,PP1,323,5514,,, 
4007,PP1,323,5539,5,POPE, O14
4007,PP1,323,5586,5,POPE, O14
4008,PP1,310,3739,,, 
4008,PP1,310,4054,60,POPE, O11 O13
4008,PP1,310,4452,60,POPE, O13
4008,PP1,323,5514,,, 
4008,PP1,323,5539,5,POPE, O14
4008,PP1,323,5586,5,POPE, O14
4009,PP1,310,3739,,, 
4009,PP1,310,4054,60,POPE, O11 O13
4009,PP1,310,4452,60,POPE, O13
4009,PP1,323,5514,,, 
4009,PP1,323,5539,5,POPE, O14
4009,PP1,323,5586,5,POPE, O14
4010,PP1,310,3739,117,POPE, O13 P
4010,PP1,310,4054,117 60,POPE, O11 O13
4010,PP1,310,4452,60,POPE, O13
4010,PP1,323,5514,,, 
4010,PP1,323,5539,5,POPE, O14
4010,PP1,323,5586,5,POPE, O14
4011,PP1,310,3739,117,POPE, O12 O13 P
4011,PP1,310,4054,21 60,POPE POPG, O13 OC3
4011,PP1,310,4452,60,POPE, O13
4011,PP1,323,5514,,, 
4011,PP1,323,5539,5,POPE, O14
4011,PP1,323,5586,5,POPE, O14
4012,PP1,310,3739,117,POPE, HN1 O12 O13 P
4012,PP1,310,4054,21 60,POPE POPG, O13 OC3
4012,PP1,310,4452,60,POPE, O13
4012,PP1,323,5514,,, 
4012,PP1,323,5539,5,POPE, O14
4012,PP1,323,5586,5,POPE, O14
4013,PP1,310,3739,,, 
4013,PP1,310,4054,21 60,POPE POPG, O13 OC3
4013,PP1,310,4452,60,POPE, O12 O13 P
4013,PP1,323,5514,,, 
4013,PP1,323,5539,5,POPE, O14
4013,PP1,323,5586,5,POPE, O14
4014,PP1,310,3739,,, 
4014,PP1,310,4054,117 60,POPE, O13 P
4014,PP1,310,4452,60,POPE, O13
4014,PP1,323,5514,,, 
4014,PP1,323,5539,5,POPE, O14
4014,PP1,323,5586,5,POPE, O14
4015,PP1,310,3739,,, 
4015,PP1,310,4054,117 60,POPE, O13 P
4015,PP1,310,4452,60,POPE, O13
4015,PP1,323,5514,,, 
4015,PP1,323,5539,5,POPE, O14
4015,PP1,323,5586,5,POPE, O14
4016,PP1,310,3739,,, 
4016,PP1,310,4054,117 60,POPE, O13 P
4016,PP1,310,4452,60,POPE, O13
4016,PP1,323,5514,,, 
4016,PP1,323,5539,5,POPE, O14
4016,PP1,323,5586,5,POPE, O14
4017,PP1,310,3739,117,POPE, O12
4017,PP1,310,4054,60,POPE, O11 O13
4017,PP1,310,4452,60,POPE, O13
4017,PP1,323,5514,,, 
4017,PP1,323,5539,5,POPE, O14
4017,PP1,323,5586,5,POPE, O14
4018,PP1,310,3739,,, 
4018,PP1,310,4054,60,POPE, O11 O13
4018,PP1,310,4452,60,POPE, O13
4018,PP1,323,5514,,, 
4018,PP1,323,5539,5,POPE, O14
4018,PP1,323,5586,5,POPE, O14
4019,PP1,310,3739,169,POPE, O11 O13 P
4019,PP1,310,4054,60,POPE, O13
4019,PP1,310,4452,60,POPE, O13
4019,PP1,323,5514,,, 
4019,PP1,323,5539,5,POPE, O14
4019,PP1,323,5586,5,POPE, O14
4020,PP1,310,3739,169,POPE, O12 O13 P
4020,PP1,310,4054,60,POPE, O13
4020,PP1,310,4452,60,POPE, O13
4020,PP1,323,5514,,, 
4020,PP1,323,5539,5,POPE, O14
4020,PP1,323,5586,5,POPE, O14
4021,PP1,310,3739,117 169,POPE, O12 O13 P
4021,PP1,310,4054,60,POPE, O13
4021,PP1,310,4452,169 60,POPE, O12 O13 P
4021,PP1,323,5514,,, 
4021,PP1,323,5539,5,POPE, O14
4021,PP1,323,5586,5,POPE, O14
4022,PP1,310,3739,,, 
4022,PP1,310,4054,60,POPE, O13
4022,PP1,310,4452,60,POPE, O13
4022,PP1,323,5514,,, 
4022,PP1,323,5539,5,POPE, O14
4022,PP1,323,5586,5,POPE, O14
4023,PP1,310,3739,117 169,POPE, O12 O13 P
4023,PP1,310,4054,60,POPE, O11 O13 P
4023,PP1,310,4452,169 60,POPE, O13 P
4023,PP1,323,5514,,, 
4023,PP1,323,5539,5,POPE, O14
4023,PP1,323,5586,5,POPE, O14
4024,PP1,310,3739,117,POPE, O13
4024,PP1,310,4054,60,POPE, O13
4024,PP1,310,4452,169 60,POPE, O13 P
4024,PP1,323,5514,,, 
4024,PP1,323,5539,5,POPE, O14
4024,PP1,323,5586,5,POPE, O14
4025,PP1,310,3739,,, 
4025,PP1,310,4054,117 60,POPE, O13 P
4025,PP1,310,4452,169 60,POPE, O11 O13 P
4025,PP1,323,5514,,, 
4025,PP1,323,5539,5,POPE, O14
4025,PP1,323,5586,5,POPE, O14
4026,PP1,310,3739,,, 
4026,PP1,310,4054,117 60,POPE, O13
4026,PP1,310,4452,169 60,POPE, O12 O13 P
4026,PP1,323,5514,,, 
4026,PP1,323,5539,5,POPE, O14
4026,PP1,323,5586,5,POPE, O12 O14
4027,PP1,310,3739,,, 
4027,PP1,310,4054,117 60,POPE, O13
4027,PP1,310,4452,60,POPE, O13
4027,PP1,323,5514,,, 
4027,PP1,323,5539,5,POPE, O14
4027,PP1,323,5586,5,POPE, O14
4028,PP1,310,3739,,, 
4028,PP1,310,4054,117 60,POPE, O12 O13 P
4028,PP1,310,4452,60,POPE, O13
4028,PP1,323,5514,,, 
4028,PP1,323,5539,5,POPE, O14
4028,PP1,323,5586,5,POPE, O14
