Frame,Chain,MgID,WaterID,ListResids,ListResnames,ListAtoms
3816,PP1,323,5586,5,POPE, O14
3817,PP1,310,3739,,, 
3817,PP1,310,4054,60,POPE, O11 O13
3817,PP1,310,4452,60,POPE, O13
3817,PP1,323,5514,,, 
3817,PP1,323,5539,5,POPE, O14
3817,PP1,323,5586,5,POPE, O11 O14
3818,PP1,310,3739,,, 
3818,PP1,310,4054,60,POPE, O13
3818,PP1,310,4452,60,POPE, O13
3818,PP1,323,5514,,, 
3818,PP1,323,5539,5,POPE, O14
3818,PP1,323,5586,5,POPE, O14
3819,PP1,310,3739,,, 
3819,PP1,310,4054,60,POPE, O13
3819,PP1,310,4452,147 60,POPE, O13
3819,PP1,323,5514,,, 
3819,PP1,323,5539,5,POPE, O14
3819,PP1,323,5586,5,POPE, O11 O14
3820,PP1,310,3739,147,POPE, O14
3820,PP1,310,4054,60,POPE, O13
3820,PP1,310,4452,147 60,POPE, O11 O13 O14 P
3820,PP1,323,5514,,, 
3820,PP1,323,5539,5,POPE, O14
3820,PP1,323,5586,5,POPE, O14
3821,PP1,310,3739,,, 
3821,PP1,310,4054,60,POPE, O13
3821,PP1,310,4452,60,POPE, O13
3821,PP1,323,5514,,, 
3821,PP1,323,5539,5,POPE, O14
3821,PP1,323,5586,5,POPE, O14
3822,PP1,310,3739,,, 
3822,PP1,310,4054,60,POPE, O13
3822,PP1,310,4452,60,POPE, O13
3822,PP1,323,5514,,, 
3822,PP1,323,5539,5,POPE, O14
3822,PP1,323,5586,5,POPE, O14
3823,PP1,310,3739,,, 
3823,PP1,310,4054,60,POPE, O13
3823,PP1,310,4452,60,POPE, O13
3823,PP1,323,5514,,, 
3823,PP1,323,5539,5,POPE, O14
3823,PP1,323,5586,5,POPE, O14
3824,PP1,310,3739,,, 
3824,PP1,310,4054,147 60,POPE, O11 O13 O14
3824,PP1,310,4452,147 60,POPE, O13 O14 P
3824,PP1,323,5514,,, 
3824,PP1,323,5539,5,POPE, O14
3824,PP1,323,5586,5,POPE, O14
3825,PP1,310,3739,,, 
3825,PP1,310,4054,60,POPE, O13
3825,PP1,310,4452,147 60,POPE, O13
3825,PP1,323,5514,,, 
3825,PP1,323,5539,5,POPE, O14
3825,PP1,323,5586,5,POPE, O14
3826,PP1,310,3739,,, 
3826,PP1,310,4054,60,POPE, O13
3826,PP1,310,4452,147 60,POPE, O13 O14 P
3826,PP1,323,5514,,, 
3826,PP1,323,5539,5,POPE, O14
3826,PP1,323,5586,5,POPE, O14
3827,PP1,310,3739,136,POPE, O13 P
3827,PP1,310,4054,60,POPE, O13
3827,PP1,310,4452,147 60,POPE, O13 P
3827,PP1,323,5514,,, 
3827,PP1,323,5539,5,POPE, O14
3827,PP1,323,5586,33 5,POPE, HN3 O14
3828,PP1,310,3739,136 9,POPE, HN2 O13 O14 P
3828,PP1,310,4054,136 60,POPE, O13 P
3828,PP1,310,4452,60,POPE, O13
3828,PP1,323,5514,,, 
3828,PP1,323,5539,5,POPE, O11 O14
3828,PP1,323,5586,5,POPE, O14
3829,PP1,310,3739,136,POPE, O12 O13 P
3829,PP1,310,4054,136 60,POPE, O13
3829,PP1,310,4452,147 60,POPE, O13 O14 P
3829,PP1,323,5514,,, 
3829,PP1,323,5539,5,POPE, O14
3829,PP1,323,5586,5,POPE, O14
3830,PP1,310,3739,136 147,POPE, O13 O14
3830,PP1,310,4054,60,POPE, O13
3830,PP1,310,4452,147 60,POPE, O13 O14 P
3830,PP1,323,5514,,, 
3830,PP1,323,5539,5,POPE, O14
3830,PP1,323,5586,5,POPE, O11 O14
3831,PP1,310,3739,136,POPE, O13 P
3831,PP1,310,4054,60,POPE, O13
3831,PP1,310,4452,147 60,POPE, O11 O13 P
3831,PP1,323,5514,,, 
3831,PP1,323,5539,5,POPE, O14
3831,PP1,323,5586,5,POPE, O14
3832,PP1,310,3739,136 147,POPE, O13 O14 P
3832,PP1,310,4054,136 60,POPE, O13
3832,PP1,310,4452,147 60,POPE, O13 O14
3832,PP1,323,5514,,, 
3832,PP1,323,5539,5,POPE, O14
3832,PP1,323,5586,5,POPE, O14
3833,PP1,310,3739,136 147,POPE, O13 O14 P
3833,PP1,310,4054,60,POPE, O13
3833,PP1,310,4452,147 60,POPE, O12 O13 O14
3833,PP1,323,5514,,, 
3833,PP1,323,5539,5,POPE, O14
3833,PP1,323,5586,5,POPE, O14
3834,PP1,310,3739,136 147,POPE, O13 O14 P
3834,PP1,310,4054,60,POPE, O13
3834,PP1,310,4452,60,POPE, O13
3834,PP1,323,5514,,, 
3834,PP1,323,5539,5,POPE, O14
3834,PP1,323,5586,5,POPE, O14
3835,PP1,310,3739,136,POPE, O13 P
3835,PP1,310,4054,136 60,POPE, O13
3835,PP1,310,4452,60,POPE, O13
3835,PP1,323,5514,,, 
3835,PP1,323,5539,5,POPE, O14
3835,PP1,323,5586,5,POPE, O14
3836,PP1,310,3739,136 147,POPE, O11 O13 O14 P
3836,PP1,310,4054,60,POPE, O13
3836,PP1,310,4452,147 60,POPE, O11 O13 P
3836,PP1,323,5514,,, 
3836,PP1,323,5539,5,POPE, O14
3836,PP1,323,5586,33 5,POPE, HN2 O14
3837,PP1,310,3739,136 162,POPE, HN1 HN2 N O13 P
3837,PP1,310,4054,60,POPE, O13
3837,PP1,310,4452,147 60,POPE, O13 O14
3837,PP1,323,5514,,, 
3837,PP1,323,5539,5,POPE, O14
3837,PP1,323,5586,5,POPE, O14
3838,PP1,310,3739,136,POPE, O13 P
3838,PP1,310,4054,60,POPE, O13
3838,PP1,310,4452,60,POPE, O13
3838,PP1,323,5514,,, 
3838,PP1,323,5539,5,POPE, O14
3838,PP1,323,5586,5,POPE, O14
3839,PP1,310,3739,136 162,POPE, HN1 O13 P
3839,PP1,310,4054,60,POPE, O13
3839,PP1,310,4452,60,POPE, O13
3839,PP1,323,5514,,, 
3839,PP1,323,5539,5,POPE, O14
3839,PP1,323,5586,5,POPE, O14
3840,PP1,310,3739,136 147,POPE, HN3 O13
3840,PP1,310,4054,60,POPE, O13
3840,PP1,310,4452,60,POPE, O13
3840,PP1,323,5514,,, 
3840,PP1,323,5539,5,POPE, O14
3840,PP1,323,5586,5,POPE, O14
3841,PP1,310,3739,136,POPE, O12 O13
3841,PP1,310,4054,60,POPE, O13
3841,PP1,310,4452,60,POPE, O13
3841,PP1,323,5514,,, 
3841,PP1,323,5539,5,POPE, O14
3841,PP1,323,5586,5,POPE, O14
3842,PP1,310,3739,136,POPE, O13 P
3842,PP1,310,4054,60,POPE, O13
3842,PP1,310,4452,60,POPE, O13
3842,PP1,323,5514,,, 
3842,PP1,323,5539,5,POPE, O14
3842,PP1,323,5586,5,POPE, O14
3843,PP1,310,3739,136,POPE, O13 P
3843,PP1,310,4054,60,POPE, O13
3843,PP1,310,4452,60,POPE, O13
3843,PP1,323,5514,,, 
3843,PP1,323,5539,5,POPE, O14
3843,PP1,323,5586,5,POPE, O14
3844,PP1,310,3739,136,POPE, O13
3844,PP1,310,4054,60,POPE, O13
3844,PP1,310,4452,159 60,POPE POPG, O13 OC3
3844,PP1,323,5514,,, 
3844,PP1,323,5539,5,POPE, O14
3844,PP1,323,5586,5,POPE, O14
3845,PP1,310,3739,147 162,POPE, HN1 HN2 O14
3845,PP1,310,4054,60,POPE, O13
3845,PP1,310,4452,147 60,POPE, O13 O14 P
3845,PP1,323,5514,,, 
3845,PP1,323,5539,5,POPE, O11 O14 P
3845,PP1,323,5586,5,POPE, O14
3846,PP1,310,3739,,, 
3846,PP1,310,4054,60,POPE, O13
3846,PP1,310,4452,60,POPE, O13
3846,PP1,323,5514,,, 
3846,PP1,323,5539,5,POPE, O14
3846,PP1,323,5586,5,POPE, O14
3847,PP1,310,3739,147,POPE, O12 O13 P
3847,PP1,310,4054,60,POPE, O13
3847,PP1,310,4452,60,POPE, O13
3847,PP1,323,5514,,, 
3847,PP1,323,5539,5,POPE, O14
3847,PP1,323,5586,5,POPE, O14
3848,PP1,310,3739,147,POPE, O14 P
3848,PP1,310,4054,147 60,POPE, O13
3848,PP1,310,4452,60,POPE, O13
3848,PP1,323,5514,,, 
3848,PP1,323,5539,5,POPE, O14
3848,PP1,323,5586,5,POPE, O14
3849,PP1,310,3739,147,POPE, O14
3849,PP1,310,4054,136 147 60,POPE, HN2 O13 O14 P
3849,PP1,310,4452,147 60,POPE, HN2 O12 O13 O14
3849,PP1,323,5514,,, 
3849,PP1,323,5539,5,POPE, O14
3849,PP1,323,5586,5,POPE, O14
3850,PP1,310,3739,147,POPE, O14
3850,PP1,310,4054,136 147 60,POPE, HN1 HN2 N O13 O14 P
3850,PP1,310,4452,147 60,POPE, HN2 O12 O13 O14
3850,PP1,323,5514,,, 
3850,PP1,323,5539,5,POPE, O14
3850,PP1,323,5586,5,POPE, O14
3851,PP1,310,3739,,, 
3851,PP1,310,4054,136 147 60,POPE, HN1 HN2 HN3 O13 O14 P
3851,PP1,310,4452,147 60,POPE, O13 O14 P
3851,PP1,323,5514,,, 
3851,PP1,323,5539,5,POPE, O14
3851,PP1,323,5586,5,POPE, O14
3852,PP1,310,3739,,, 
3852,PP1,310,4054,136 147 60,POPE, HN2 HN3 O13 O14 P
3852,PP1,310,4452,147 60,POPE, HN3 O12 O13 O14 P
3852,PP1,323,5514,,, 
3852,PP1,323,5539,5,POPE, O14
3852,PP1,323,5586,5,POPE, O14
3853,PP1,310,3739,147,POPE, HN3
3853,PP1,310,4054,136 147 60,POPE, HN3 O13 O14 P
3853,PP1,310,4452,147 60,POPE, O13 O14 P
3853,PP1,323,5514,,, 
3853,PP1,323,5539,5,POPE, O14
3853,PP1,323,5586,5,POPE, O14
3854,PP1,310,3739,,, 
3854,PP1,310,4054,136 147 60,POPE, HN3 O13
3854,PP1,310,4452,147 60,POPE, O13 O14 P
3854,PP1,323,5514,,, 
3854,PP1,323,5539,5,POPE, O14
3854,PP1,323,5586,5,POPE, O14
3855,PP1,310,3739,,, 
3855,PP1,310,4054,136 147 60,POPE, HN1 HN2 N O13 O14 P
3855,PP1,310,4452,147 60,POPE, O13 O14 P
3855,PP1,323,5514,,, 
3855,PP1,323,5539,5,POPE, O14
3855,PP1,323,5586,5,POPE, O14
3856,PP1,310,3739,,, 
3856,PP1,310,4054,147 60,POPE, O13 O14 P
3856,PP1,310,4452,60,POPE, O13
3856,PP1,323,5514,,, 
3856,PP1,323,5539,5,POPE, O14
3856,PP1,323,5586,5,POPE, O14
3857,PP1,310,3739,,, 
3857,PP1,310,4054,136 147 60,POPE, HN2 O13 O14 P
3857,PP1,310,4452,147 60,POPE, O13 O14 P
3857,PP1,323,5514,,, 
3857,PP1,323,5539,5,POPE, O14
3857,PP1,323,5586,5,POPE, O14
3858,PP1,310,3739,,, 
3858,PP1,310,4054,136 147 60,POPE, HN2 O13 O14 P
3858,PP1,310,4452,147 60,POPE, O13 O14 P
3858,PP1,323,5514,,, 
3858,PP1,323,5539,5,POPE, O14
3858,PP1,323,5586,5,POPE, O14
3859,PP1,310,3739,,, 
3859,PP1,310,4054,136 147 60,POPE, HN3 O13 P
3859,PP1,310,4452,147 60,POPE, O13 O14 P
3859,PP1,323,5514,,, 
3859,PP1,323,5539,5,POPE, O14
3859,PP1,323,5586,5,POPE, O14
3860,PP1,310,3739,,, 
3860,PP1,310,4054,60,POPE, O11 O13
3860,PP1,310,4452,147 60,POPE, O13 O14 P
3860,PP1,323,5514,,, 
3860,PP1,323,5539,5,POPE, O14
3860,PP1,323,5586,5,POPE, O14
3861,PP1,310,3739,,, 
3861,PP1,310,4054,60,POPE, O13
3861,PP1,310,4452,147 60,POPE, O12 O13 O14 P
3861,PP1,323,5514,,, 
3861,PP1,323,5539,5,POPE, O14
3861,PP1,323,5586,5,POPE, O14
3862,PP1,310,3739,,, 
3862,PP1,310,4054,60,POPE, O11 O13
3862,PP1,310,4452,147 60,POPE, O13 O14
3862,PP1,323,5514,,, 
3862,PP1,323,5539,5,POPE, O14
3862,PP1,323,5586,5,POPE, O14
3863,PP1,310,3739,,, 
3863,PP1,310,4054,147 60,POPE, O11 O13 P
3863,PP1,310,4452,147 60,POPE, O13 O14 P
3863,PP1,323,5514,,, 
3863,PP1,323,5539,5,POPE, O14
3863,PP1,323,5586,5,POPE, O14
3864,PP1,310,3739,,, 
3864,PP1,310,4054,147 60,POPE, O13 O14 P
3864,PP1,310,4452,147 60,POPE, HN1 O13 O14 P
3864,PP1,323,5514,,, 
3864,PP1,323,5539,5,POPE, O14
3864,PP1,323,5586,5,POPE, O14
3865,PP1,310,3739,,, 
3865,PP1,310,4054,60,POPE, O11 O13
3865,PP1,310,4452,60,POPE, O13
3865,PP1,323,5514,,, 
3865,PP1,323,5539,5,POPE, O14
3865,PP1,323,5586,33 5,POPE, O14 P
3866,PP1,310,3739,,, 
3866,PP1,310,4054,60,POPE, O11 O13
3866,PP1,310,4452,147 60,POPE, O13 O14 P
3866,PP1,323,5514,,, 
3866,PP1,323,5539,5,POPE, O14
3866,PP1,323,5586,33 5,POPE, O12 O14 P
3867,PP1,310,3739,,, 
3867,PP1,310,4054,60,POPE, O13
3867,PP1,310,4452,147 60,POPE, O13 O14 P
3867,PP1,323,5514,,, 
3867,PP1,323,5539,5,POPE, O14
3867,PP1,323,5586,33 5,POPE, O13 O14 P
3868,PP1,310,3739,,, 
3868,PP1,310,4054,60,POPE, O13
3868,PP1,310,4452,147 60,POPE, O13 P
3868,PP1,323,5514,,, 
3868,PP1,323,5539,5,POPE, O14
3868,PP1,323,5586,5,POPE, O14
3869,PP1,310,3739,,, 
3869,PP1,310,4054,60,POPE, O13
3869,PP1,310,4452,147 60,POPE, O13 O14 P
3869,PP1,323,5514,,, 
3869,PP1,323,5539,5,POPE, O14
3869,PP1,323,5586,5,POPE, O14
3870,PP1,310,3739,,, 
3870,PP1,310,4054,60,POPE, O13
3870,PP1,310,4452,60,POPE, O13
3870,PP1,323,5514,,, 
3870,PP1,323,5539,5,POPE, O14
3870,PP1,323,5586,5,POPE, O14
3871,PP1,310,3739,,, 
3871,PP1,310,4054,60,POPE, O11 O13
3871,PP1,310,4452,60,POPE, O13
3871,PP1,323,5514,,, 
3871,PP1,323,5539,5,POPE, O14
3871,PP1,323,5586,5,POPE, O14
3872,PP1,310,3739,,, 
3872,PP1,310,4054,3 60,POPE, O11 O13
3872,PP1,310,4452,60,POPE, O13
3872,PP1,323,5514,,, 
3872,PP1,323,5539,5,POPE, O14
3872,PP1,323,5586,5,POPE, O14
3873,PP1,310,3739,,, 
3873,PP1,310,4054,60,POPE, O11 O13
3873,PP1,310,4452,60,POPE, O13
3873,PP1,323,5514,,, 
3873,PP1,323,5539,5,POPE, O14
3873,PP1,323,5586,5,POPE, O14
3874,PP1,310,3739,,, 
3874,PP1,310,4054,60,POPE, O13
3874,PP1,310,4452,60,POPE, O13
3874,PP1,323,5514,,, 
3874,PP1,323,5539,5,POPE, O14
3874,PP1,323,5586,5,POPE, O14
3875,PP1,310,3739,,, 
3875,PP1,310,4054,60,POPE, O13
3875,PP1,310,4452,147 60,POPE, O11 O13 O14 P
3875,PP1,323,5514,,, 
3875,PP1,323,5539,5,POPE, O14
3875,PP1,323,5586,5,POPE, O14
3876,PP1,310,3739,147,POPE, O14
3876,PP1,310,4054,147 60,POPE, O13 O14
3876,PP1,310,4452,147 60,POPE, O11 O12 O13 O14 P
3876,PP1,323,5514,,, 
3876,PP1,323,5539,5,POPE, O14
3876,PP1,323,5586,5,POPE, O14
3877,PP1,310,3739,147,POPE, O14 P
3877,PP1,310,4054,147 60,POPE, O13 O14
3877,PP1,310,4452,147 60,POPE, O11 O13 O14 P
3877,PP1,323,5514,,, 
3877,PP1,323,5539,5,POPE, O14
3877,PP1,323,5586,5,POPE, O14
3878,PP1,310,3739,,, 
3878,PP1,310,4054,60,POPE, O11 O13
3878,PP1,310,4452,147 60,POPE, O13 O14 P
3878,PP1,323,5514,,, 
3878,PP1,323,5539,5,POPE, O11 O14
3878,PP1,323,5586,5,POPE, O14
3879,PP1,310,3739,,, 
3879,PP1,310,4054,60,POPE, O13
3879,PP1,310,4452,147 60,POPE, O13
3879,PP1,323,5514,,, 
3879,PP1,323,5539,5,POPE, O14
3879,PP1,323,5586,5,POPE, O14
3880,PP1,310,3739,,, 
3880,PP1,310,4054,60,POPE, O13
3880,PP1,310,4452,147 60,POPE, O13 P
3880,PP1,323,5514,,, 
3880,PP1,323,5539,5,POPE, O14
3880,PP1,323,5586,5,POPE, O14
3881,PP1,310,3739,,, 
3881,PP1,310,4054,136 60,POPE, HN3 O13
3881,PP1,310,4452,60,POPE, O13
3881,PP1,323,5514,,, 
3881,PP1,323,5539,5,POPE, O14
3881,PP1,323,5586,5,POPE, O14
3882,PP1,310,3739,,, 
3882,PP1,310,4054,60,POPE, O13
3882,PP1,310,4452,147 60,POPE, O13 O14
3882,PP1,323,5514,,, 
3882,PP1,323,5539,5,POPE, O14
3882,PP1,323,5586,5,POPE, O14
3883,PP1,310,3739,,, 
3883,PP1,310,4054,136 60,POPE, HN2 O13
3883,PP1,310,4452,147 60,POPE, O13 P
3883,PP1,323,5514,,, 
3883,PP1,323,5539,5,POPE, O14
3883,PP1,323,5586,5,POPE, O14
3884,PP1,310,3739,,, 
3884,PP1,310,4054,147 60,POPE, O13
3884,PP1,310,4452,147 60,POPE, O13 O14 P
3884,PP1,323,5514,,, 
3884,PP1,323,5539,5,POPE, O14
3884,PP1,323,5586,5,POPE, O14
3885,PP1,310,3739,,, 
3885,PP1,310,4054,136 147 60,POPE, HN1 HN2 O13 O14 P
3885,PP1,310,4452,147 60,POPE, O13 O14 P
3885,PP1,323,5514,,, 
3885,PP1,323,5539,5,POPE, O14
3885,PP1,323,5586,33 5,POPE, HN2 O14
3886,PP1,310,3739,,, 
3886,PP1,310,4054,136 147 60,POPE, HN2 HN3 O13 P
3886,PP1,310,4452,147 60,POPE, O13 O14 P
3886,PP1,323,5514,,, 
3886,PP1,323,5539,5,POPE, O14
3886,PP1,323,5586,5,POPE, O14
3887,PP1,310,3739,,, 
3887,PP1,310,4054,136 147 60,POPE, HN2 HN3 N O13 O14 P
3887,PP1,310,4452,147 60,POPE, O13 O14 P
3887,PP1,323,5514,,, 
3887,PP1,323,5539,5,POPE, O14
3887,PP1,323,5586,5,POPE, O14
3888,PP1,310,3739,,, 
3888,PP1,310,4054,147 60,POPE, O13 O14 P
3888,PP1,310,4452,147 60,POPE, O13 O14 P
3888,PP1,323,5514,,, 
3888,PP1,323,5539,5,POPE, O14
3888,PP1,323,5586,33 5,POPE, HN3 N O14
3889,PP1,310,3739,,, 
3889,PP1,310,4054,136 147 60,POPE, HN2 O13 O14 P
3889,PP1,310,4452,147 60,POPE, O13 O14 P
3889,PP1,323,5514,,, 
3889,PP1,323,5539,5,POPE, O14
3889,PP1,323,5586,5,POPE, O14
3890,PP1,310,3739,,, 
3890,PP1,310,4054,147 60,POPE, O13 P
3890,PP1,310,4452,147 60,POPE, O13 O14 P
3890,PP1,323,5514,,, 
3890,PP1,323,5539,5,POPE, O14
3890,PP1,323,5586,5,POPE, O14
3891,PP1,310,3739,,, 
3891,PP1,310,4054,147 60,POPE, O13 O14 P
3891,PP1,310,4452,147 60,POPE, O13 O14 P
3891,PP1,323,5514,,, 
3891,PP1,323,5539,5,POPE, O14
3891,PP1,323,5586,33 5,POPE, O14 P
3892,PP1,310,3739,,, 
3892,PP1,310,4054,147 60,POPE, O13 P
3892,PP1,310,4452,147 60,POPE, HN3 O12 O13 O14 P
3892,PP1,323,5514,,, 
3892,PP1,323,5539,5,POPE, O14
3892,PP1,323,5586,33 5,POPE, O14 P
3893,PP1,310,3739,,, 
3893,PP1,310,4054,147 60,POPE, O13 O14 P
3893,PP1,310,4452,60,POPE, O13
3893,PP1,323,5514,,, 
3893,PP1,323,5539,5,POPE, O14
3893,PP1,323,5586,33 5,POPE, O14 P
3894,PP1,310,3739,,, 
3894,PP1,310,4054,136 147 60,POPE, HN1 HN3 O13 O14 P
3894,PP1,310,4452,147 60,POPE, HN1 O13 O14 P
3894,PP1,323,5514,,, 
3894,PP1,323,5539,5,POPE, O11 O14 P
3894,PP1,323,5586,33 5,POPE, O14 P
3895,PP1,310,3739,,, 
3895,PP1,310,4054,147 60,POPE, O13 O14 P
3895,PP1,310,4452,147 60,POPE, HN3 O12 O13 O14 P
3895,PP1,323,5514,,, 
3895,PP1,323,5539,5,POPE, O14
3895,PP1,323,5586,33 5,POPE, O14 P
3896,PP1,310,3739,,, 
3896,PP1,310,4054,147 60,POPE, HN1 O13 O14 P
3896,PP1,310,4452,169 60,POPE, HN2 N O12 O13 O14 P
3896,PP1,323,5514,,, 
3896,PP1,323,5539,5,POPE, O14
3896,PP1,323,5586,33 5,POPE, O13 O14 P
3897,PP1,310,3739,,, 
3897,PP1,310,4054,147 60,POPE, O13 P
3897,PP1,310,4452,60,POPE, O13
3897,PP1,323,5514,,, 
3897,PP1,323,5539,5,POPE, O11 O14
3897,PP1,323,5586,33 5,POPE, O13 O14 P
3898,PP1,310,3739,,, 
3898,PP1,310,4054,147 60,POPE, O13 O14 P
3898,PP1,310,4452,147 60,POPE, HN1 O13 O14
3898,PP1,323,5514,,, 
3898,PP1,323,5539,5,POPE, O14
3898,PP1,323,5586,33 5,POPE, O12 O13 O14 P
3899,PP1,310,3739,,, 
3899,PP1,310,4054,147 60,POPE, O13 O14 P
3899,PP1,310,4452,147 60,POPE, HN2 O12 O13 O14 P
3899,PP1,323,5514,,, 
3899,PP1,323,5539,5,POPE, O14
3899,PP1,323,5586,33 5,POPE, HN2 N O14
3900,PP1,310,3739,,, 
3900,PP1,310,4054,147 60,POPE, O13 O14 P
3900,PP1,310,4452,147 60,POPE, HN2 HN3 N O13 O14 P
3900,PP1,323,5514,,, 
3900,PP1,323,5539,5,POPE, O13 O14 P
3900,PP1,323,5586,33 5,POPE, HN2 O14 P
3901,PP1,310,3739,,, 
3901,PP1,310,4054,147 60,POPE, O13 P
3901,PP1,310,4452,147 60,POPE, HN3 O12 O13 O14 P
3901,PP1,323,5514,,, 
3901,PP1,323,5539,5,POPE, O14
3901,PP1,323,5586,33 5,POPE, O13 O14 P
3902,PP1,310,3739,,, 
3902,PP1,310,4054,147 60,POPE, O13 P
3902,PP1,310,4452,147 60,POPE, HN1 O12 O13 O14 P
3902,PP1,323,5514,,, 
3902,PP1,323,5539,5,POPE, O14
3902,PP1,323,5586,5,POPE, O14
3903,PP1,310,3739,,, 
3903,PP1,310,4054,147 60,POPE, O13 O14 P
3903,PP1,310,4452,147 60,POPE, HN1 O12 O13 O14 P
3903,PP1,323,5514,,, 
3903,PP1,323,5539,5,POPE, O13 O14 P
3903,PP1,323,5586,33 5,POPE, O13 O14 P
3904,PP1,310,3739,,, 
3904,PP1,310,4054,147 60,POPE, O13 O14 P
3904,PP1,310,4452,147 60,POPE, O13 O14 P
3904,PP1,323,5514,,, 
3904,PP1,323,5539,5,POPE, O13 O14
3904,PP1,323,5586,33 5,POPE, O14
3905,PP1,310,3739,,, 
3905,PP1,310,4054,147 60,POPE, O11 O13 O14 P
3905,PP1,310,4452,147 60,POPE, O13 O14 P
3905,PP1,323,5514,,, 
3905,PP1,323,5539,5,POPE, O14
3905,PP1,323,5586,5,POPE, O14
3906,PP1,310,3739,,, 
3906,PP1,310,4054,147 60,POPE, O13 P
3906,PP1,310,4452,147 60,POPE, O13 O14 P
3906,PP1,323,5514,,, 
3906,PP1,323,5539,5,POPE, O13 O14
3906,PP1,323,5586,33 5,POPE, O12 O14 P
3907,PP1,310,3739,,, 
3907,PP1,310,4054,147 60,POPE, O13 O14 P
3907,PP1,310,4452,147 60,POPE, O13 O14 P
3907,PP1,323,5514,,, 
3907,PP1,323,5539,5,POPE, O13 O14
3907,PP1,323,5586,33 5,POPE, O14 P
3908,PP1,310,3739,,, 
3908,PP1,310,4054,147 60,POPE, O13 O14 P
3908,PP1,310,4452,147 60,POPE, O13 O14 P
3908,PP1,323,5514,,, 
3908,PP1,323,5539,5,POPE, O14
3908,PP1,323,5586,33 5,POPE, O14 P
3909,PP1,310,3739,136,POPE, HN2
3909,PP1,310,4054,147 60,POPE, O11 O13 O14 P
3909,PP1,310,4452,147 60,POPE, O13 O14 P
3909,PP1,323,5514,,, 
3909,PP1,323,5539,5,POPE, O14
3909,PP1,323,5586,33 5,POPE, O13 O14 P
3910,PP1,310,3739,,, 
3910,PP1,310,4054,136 147 60,POPE, HN2 O13 P
3910,PP1,310,4452,147 60,POPE, O13 O14 P
3910,PP1,323,5514,,, 
3910,PP1,323,5539,5,POPE, O13 O14
3910,PP1,323,5586,33 5,POPE, O13 O14
3911,PP1,310,3739,,, 
3911,PP1,310,4054,147 60,POPE, O13
3911,PP1,310,4452,147 60,POPE, O13 O14 P
3911,PP1,323,5514,,, 
3911,PP1,323,5539,5,POPE, O13 O14
3911,PP1,323,5586,5,POPE, O14
3912,PP1,310,3739,,, 
3912,PP1,310,4054,147 60,POPE, O13
3912,PP1,310,4452,147 60,POPE, O13 O14 P
3912,PP1,323,5514,,, 
3912,PP1,323,5539,5,POPE, O13 O14
3912,PP1,323,5586,33 5,POPE, O13 O14 P
3913,PP1,310,3739,,, 
3913,PP1,310,4054,147 60,POPE, O13 O14 P
3913,PP1,310,4452,147 60,POPE, O13 O14 P
3913,PP1,323,5514,,, 
3913,PP1,323,5539,5,POPE, O14
3913,PP1,323,5586,33 5,POPE, O13 O14 P
3914,PP1,310,3739,,, 
3914,PP1,310,4054,147 60,POPE, O11 O13 O14 P
3914,PP1,310,4452,147 60,POPE, O13 O14 P
3914,PP1,323,5514,,, 
3914,PP1,323,5539,5,POPE, O13 O14
3914,PP1,323,5586,33 5,POPE, O14 P
3915,PP1,310,3739,,, 
3915,PP1,310,4054,147 60,POPE, O11 O13 P
3915,PP1,310,4452,147 60,POPE, O13 O14 P
3915,PP1,323,5514,,, 
3915,PP1,323,5539,5,POPE, O14
3915,PP1,323,5586,33 5,POPE, O13 O14 P
3916,PP1,310,3739,,, 
3916,PP1,310,4054,147 60,POPE, O13 P
3916,PP1,310,4452,147 60,POPE, O13 O14 P
3916,PP1,323,5514,,, 
3916,PP1,323,5539,5,POPE, O13 O14 P
3916,PP1,323,5586,33 5,POPE, O13 O14 P
3917,PP1,310,3739,,, 
3917,PP1,310,4054,147 60,POPE, O13 O14 P
3917,PP1,310,4452,147 60,POPE, O13 O14 P
3917,PP1,323,5514,,, 
3917,PP1,323,5539,5,POPE, O13 O14
3917,PP1,323,5586,33 5,POPE, O13 O14 P
3918,PP1,310,3739,,, 
3918,PP1,310,4054,147 60,POPE, O13 P
3918,PP1,310,4452,147 159 60,POPE POPG, O13 O14 OC2 P
3918,PP1,323,5514,,, 
3918,PP1,323,5539,5,POPE, O14
3918,PP1,323,5586,33 5,POPE, O13 O14 P
3919,PP1,310,3739,,, 
3919,PP1,310,4054,136 147 60,POPE, HN2 HN3 N O13 O14 P
3919,PP1,310,4452,147 60,POPE, O13 O14 P
3919,PP1,323,5514,,, 
3919,PP1,323,5539,5,POPE, O13 O14
3919,PP1,323,5586,33 5,POPE, O13 O14 P
3920,PP1,310,3739,,, 
3920,PP1,310,4054,136 147 60,POPE, HN1 HN3 O11 O13 O14 P
3920,PP1,310,4452,147 60,POPE, O13 O14 P
3920,PP1,323,5514,,, 
3920,PP1,323,5539,5,POPE, O14
3920,PP1,323,5586,33 5,POPE, O11 O12 O13 O14 P
3921,PP1,310,3739,,, 
3921,PP1,310,4054,136 147 60,POPE, HN2 HN3 O13 O14 P
3921,PP1,310,4452,147 60,POPE, O13 O14
3921,PP1,323,5514,,, 
3921,PP1,323,5539,5,POPE, O14
3921,PP1,323,5586,33 5,POPE, O14
3922,PP1,310,3739,,, 
